"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
1558,9/30/2025 0:00:00,761,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2545069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109226611,0,0,0,0,0,0,0,3495498,0,0,0,0,0,0,0,0,1073000,1073000,111649109,0,-1073000,-1073000,0,0,0,0,0,7708971,0,1319480,1319480,0,0,0,0,0,0,0,158727015,246480,246480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158727015,0,0,1073000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139155497,139155497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,9/30/2025 0:00:00,771,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,20645167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49718132,0,0,0,0,0,0,0,91771145,0,0,0,0,0,0,0,0,996070,996070,196156777,0,-996070,-996070,0,0,0,0,0,14160866,0,1991928,1991928,0,0,0,0,0,0,0,253720776,995858,995858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253720776,0,0,996070,67,9043960,1125000,191,16052934,2266644,92,17892672,854350,24,5681303,3231863,17,3570762,3185547,52241631,10663404,40,3421939,1085931,0,0,0,0,0,0,0,0,0,3421939,1085931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,55663570,11749335,7228204,204992490,235657571,30665081,439,2722950,0,0,15,3723906,15,0,15,3723906,34,0,0,0,0,0,0,0,0,0,0,0,0,0,15122454,0,0
1599,9/30/2025 0:00:00,778,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1287342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15019,15019,612715,0,-15019,-15019,0,0,0,0,0,162917,0,45369,45369,0,0,0,0,0,0,0,4954634,30350,30350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4954634,0,0,15019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412360,4412360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,9/30/2025 0:00:00,780,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24502,24502,1098132,0,-24502,-24502,0,0,0,0,0,32121,0,21899,21899,0,0,0,0,0,0,0,2906331,-2603,-2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906331,0,0,24502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211867,2211867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,9/30/2025 0:00:00,784,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,23673335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22905077,0,0,0,0,0,0,0,78553,0,0,0,0,0,0,0,0,1017888,1017888,40774295,0,-1017888,-1017888,0,0,0,0,0,3594072,0,1539730,1539730,0,0,0,0,0,0,0,188146045,521842,521842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188146045,0,0,1017888,20,2287202,0,11,3607830,2848000,0,0,0,10,1071631,0,12,2858448,0,9825111,2848000,0,0,0,0,0,0,0,0,0,104,8983442,909393,8983442,909393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,18808553,3757393,18514573,169635116,169635116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65730
1621,9/30/2025 0:00:00,792,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,122881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17131520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404607,404607,25434987,0,-404607,-404607,0,0,0,0,0,847528,0,267768,267768,0,0,0,0,0,0,0,35534962,-136839,-136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35534962,0,0,404607,0,0,0,241,8708074,1514877,0,0,0,0,0,0,0,0,0,8708074,1514877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,8708074,1514877,0,24087532,24087532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,9/30/2025 0:00:00,803,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,158394622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134610608,0,0,0,0,0,0,0,187244633,0,0,0,0,0,0,0,0,23993165,23993165,2161127890,0,-23993165,-23993165,0,0,0,0,0,10207255,0,19034042,19034042,0,0,0,0,0,0,0,2549523080,-4959123,-4959123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549523080,0,0,23993165,1390,273081007,72594355,3022,220840800,44446109,168,73400819,25829526,177,62604788,31644570,570,37416086,10470209,667343500,184984769,396,8155843,151882,0,0,0,3146,147658470,55117878,963,40108001,18771947,195922314,74041707,0,0,0,0,0,0,11,3689558,3700237,38,1669359,48041,5358917,3748278,9881,868624731,262774754,203629584,2249251118,2249251118,0,4866,23728104,0,0,8,1186800,8,0,8,1186800,3794,0,0,0,0,1,427201813,1675,0,0,0,0,0,0,452706886,0,0
1646,9/30/2025 0:00:00,805,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53917,53917,4574642,0,-53917,-53917,0,0,0,0,0,186846,0,103327,103327,0,0,0,0,0,0,0,13177291,49410,49410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13177291,0,0,53917,1,76190,0,20,612713,0,0,0,0,0,0,0,0,0,0,688903,0,11,298691,125826,0,0,0,0,0,0,0,0,0,298691,125826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,987594,125826,0,11083893,11083893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8051
1658,9/30/2025 0:00:00,812,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3351541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26985316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234516,234516,38896272,0,-234516,-234516,0,0,0,0,0,1370821,0,612822,612822,0,0,0,0,0,0,0,68068152,378306,378306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68068152,0,0,234516,2,354573,355300,135,10175817,538224,0,0,0,0,0,0,0,0,0,10530390,893524,36,1615082,880628,0,0,0,0,0,0,0,0,0,1615082,880628,0,0,0,0,0,0,0,0,0,57,1787406,432522,1787406,432522,230,13932878,2206674,2915915,62111701,62111701,0,1509,880984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121780
1665,9/30/2025 0:00:00,816,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7720,7720,251668,0,-7720,-7720,0,0,0,0,0,6534,0,6081,6081,0,0,0,0,0,0,0,409994,-1639,-1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409994,0,0,7720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309170,309170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,9/30/2025 0:00:00,817,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2065510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36197,36197,5804540,0,-36197,-36197,0,0,0,0,0,102054,0,65224,65224,0,0,0,0,0,0,0,8702594,29027,29027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8702594,0,0,36197,0,0,0,1,64258,0,0,0,0,0,0,0,0,0,0,64258,0,84,3800171,963938,0,0,0,0,0,0,0,0,0,3800171,963938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3864429,963938,349948,6542515,6542515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,9/30/2025 0:00:00,820,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,124023467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264502385,0,0,0,0,0,0,0,924901585,0,0,0,0,0,0,-45941285,0,6666431,6666431,3349215866,-45941285,-6666431,-6666431,0,0,0,0,0,357574895,0,39445467,39445467,0,0,0,0,0,0,0,4509746126,32779036,32779036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509746126,0,0,6666431,2733,619625268,505472795,5719,419107889,362323134,2876,731542177,245379888,502,118060703,3503306,74,9550188,1585550,1897886225,1118264673,2131,23999625,24272220,0,0,0,0,0,0,4339,198651192,118811016,222650817,143083236,5,196959,0,12,221597,0,0,0,0,0,0,0,418556,0,18391,2120955598,1261347909,676439663,3308193951,3310108783,1914832,552,4438319,0,0,1880,477946039,1880,0,1327,335082232,12224,0,0,0,0,1,605794061,1343,0,0,12102847,26,0,0,65627723,0,668412
1717,9/30/2025 0:00:00,834,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,276797529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36944902,0,0,0,0,0,0,0,4446175,0,0,0,0,0,0,-179516,0,1692605,1692605,590380793,-179516,-1692605,-1692605,0,0,0,0,0,29032924,0,8505293,8505293,0,0,0,0,0,0,0,1044022864,6812688,6812688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044022864,0,0,1692605,107,25411036,2252000,96,19345344,1056500,661,307649137,29905850,327,180707407,30892850,155,8332648,550000,541445572,64657200,13,933124,100000,1,36611,0,51,4078591,0,65,4008907,1904000,9057233,2004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,550502805,66661200,239800501,931680971,931956668,275697,0,0,0,0,5,2502000,5,0,0,0,0,0,0,0,0,1,31617397,302,0,0,0,0,0,0,0,0,181518
1718,9/30/2025 0:00:00,835,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,919155670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283617936,0,0,0,0,0,0,0,303720019,0,0,0,0,0,0,-1035196,0,10486711,10486711,1423401854,-1035196,-10486711,-10486711,0,0,0,0,0,202723964,0,26594474,26594474,0,0,0,0,0,0,0,2828543143,16107763,16107763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828543143,0,0,10486711,830,312773202,40719590,327,48024007,1219000,57,30545053,9690000,74,43768789,11794100,458,54217743,25922957,489328794,89345647,944,84373957,0,0,0,0,0,0,0,2750,271812663,83772300,356186620,83772300,1,23489,0,0,0,0,0,0,0,0,0,0,23489,0,5441,845538903,173117947,331276522,2540324980,2540324980,0,0,0,0,0,19,7660108,19,0,19,7660108,1625,0,0,0,0,1,648727957,2293,0,0,3167231,11,0,0,112545151,0,553674
1719,9/30/2025 0:00:00,836,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,290072867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100303941,0,0,0,0,0,0,0,40599647,0,0,0,0,0,0,0,0,3210187,3210187,405122445,0,-3210187,-3210187,0,0,0,0,0,34809468,0,6294151,6294151,0,0,0,0,0,0,0,769765401,3083964,3083964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769765401,0,0,3210187,39,14111794,5860862,1,222897,0,317,65267453,568790,546,149313647,19949491,0,0,0,228915791,26379143,0,0,0,99,5258789,0,0,0,0,316,33254464,7462036,38513253,7462036,16,2440998,160500,0,0,0,0,0,0,0,0,0,2440998,160500,1334,269870042,34001679,185014104,702246518,702246518,0,0,0,0,0,2,1320000,0,0,2,1320000,16,0,0,0,0,1,51357015,667,0,0,0,0,0,0,23148984,0,80375
1725,9/30/2025 0:00:00,838,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,120280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22008015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83987,83987,23407971,0,-83987,-83987,0,0,0,0,0,1904709,0,398252,398252,0,0,0,0,0,0,0,53237261,314265,314265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53237261,0,0,83987,0,0,0,26,1483943,492700,0,0,0,0,0,0,0,0,0,1483943,492700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1483943,492700,248806,46021392,46021392,0,0,0,40,952706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6862
1726,9/30/2025 0:00:00,839,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7761121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320142913,0,0,0,0,0,0,0,863330,0,0,0,0,0,0,0,0,4055506,4055506,392840020,0,-4055506,-4055506,0,0,0,0,0,18871142,0,3445725,3445725,0,0,0,0,0,0,0,450842123,-609781,-609781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450842123,0,0,4055506,301,48146304,3358780,140,12336045,664000,0,0,0,0,0,0,0,0,0,60482349,4022780,15,753776,60000,0,0,0,0,0,0,477,14653157,2061836,15406933,2121836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,75889282,6144616,16078888,389804651,389804651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89014162,0,928411
1729,9/30/2025 0:00:00,841,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,19452122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7984088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70468,70468,17440256,0,-70468,-70468,0,0,0,0,0,1552644,0,388004,388004,0,0,0,0,0,0,0,44290036,317536,317536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44290036,0,0,70468,3,494907,240000,54,3714864,737467,0,0,0,0,0,0,0,0,0,4209771,977467,83,4158845,1806416,7,294517,0,0,0,0,38,863508,296904,5316870,2103320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,9526641,3080787,1890111,40166838,40166838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,9/30/2025 0:00:00,843,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,214688272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69464137,0,0,0,0,0,0,0,34568536,0,0,0,0,0,0,0,0,2227169,2227169,391953412,0,-2227169,-2227169,0,0,0,0,0,45324016,0,5583013,5583013,0,0,0,0,0,0,0,688672996,3355844,3355844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688672996,0,0,2227169,368,86038815,8187152,69,6080641,0,0,0,0,0,0,0,130,20850481,4209377,112969937,12396529,88,14046189,130000,0,0,0,0,0,0,1712,163131778,55083469,177177967,55213469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367,290147904,67609998,185876935,572078761,596999761,24921000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79959561,1161,0,0,0,0,0,0,0,0,224047
1739,9/30/2025 0:00:00,845,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1342223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77196,77196,10318314,0,-77196,-77196,0,0,0,0,0,2409909,0,258975,258975,0,0,0,0,0,0,0,28524961,181779,181779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28524961,0,0,77196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1058592,164000,0,0,0,1058592,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1058592,164000,0,24199317,24199317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42749
1750,9/30/2025 0:00:00,850,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,11083553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32803432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173036,173036,32633987,0,-173036,-173036,0,0,0,0,0,3472311,0,489032,489032,0,0,0,0,0,0,0,59641240,315996,315996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59641240,0,0,173036,1,3591,0,0,0,0,0,0,0,0,0,0,0,0,0,3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8260,0,0,0,0,0,0,0,0,0,0,8260,0,2,11851,0,0,51641984,51641984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
