"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
1,9/30/2025 0:00:00,2,0,0,40560,0,1,0,36214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16088,0,0,0,16088,0,0,0,0,0,11231400,0,0,0,0,0,0,0,0,03/01/2023,7500,12679272,0,0,0,0,0,0,0,0,0,0,0,39816,0,0,0,0,0,0,0,0,0,0
6,9/30/2025 0:00:00,7,0,0,6041165,0,1,0,2728610,0,0,0,0,0,0,0,0,0,0,0,0,6049647,10780421,2085789,1947987,0,20863844,0,0,0,0,0,0,0,-861121,0,671514,0,0,765,672279,0,0,0,0,0,254370584,0,0,0,0,0,0,0,0,01/01/2023,0,278852542,0,0,0,0,0,0,0,0,0,0,0,1847355,0,0,6308,0,0,59,1568634,0,0,0
12,9/30/2025 0:00:00,11,0,0,1191348,51181,1,0,1168876,0,0,325000,0,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,1991667,1235379,480373,0,0,3707419,0,0,0,602806,0,0,0,602806,0,0,0,0,0,59370307,0,0,0,0,0,0,0,0,04/01/2023,0,64991643,0,0,0,0,0,0,0,0,0,0,0,863819,0,0,0,0,0,0,0,0,0,0
13,9/30/2025 0:00:00,12,0,70994863,3902752,2520449,1,0,3598347,0,0,0,0,0,0,0,0,0,0,0,0,113128,57546,0,0,0,170674,0,0,0,0,0,0,0,-4794,0,2539624,0,0,0,2539624,0,0,0,0,0,1114622123,0,0,0,0,0,0,0,0,01/01/2023,2278236,1217304161,0,0,0,0,0,0,0,0,0,0,0,4928400,0,0,0,0,0,0,0,0,0,0
16,9/30/2025 0:00:00,14,0,0,118613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956669,0,0,0,0,0,0,0,0,,0,9247964,0,0,0,0,0,0,0,0,0,0,0,23323,0,0,0,0,0,0,0,0,0,0
19,9/30/2025 0:00:00,16,0,0,30,0,1,0,30588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6672000,1227000,0,0,0,7899000,0,0,0,0,0,0,0,0,0,0,0,0,0,6734812,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,9933271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9/30/2025 0:00:00,17,0,19228764,217345,933312,1,0,1583538,3527331,0,0,0,0,3527331,0,0,0,0,0,0,1304250,556045,15241812,6228632,0,23330739,0,0,0,0,0,0,0,-1405326,0,49929,0,0,0,49929,0,0,0,0,0,294505818,0,0,0,0,0,0,0,0,12/01/2023,564939,351150808,0,0,0,0,0,0,0,0,0,0,0,1023156,0,219287,52,0,0,0,0,0,0,0
26,9/30/2025 0:00:00,19,0,0,350746,0,1,0,52249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19576359,0,0,0,0,0,0,0,0,01/01/2023,53172,21861431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,9/30/2025 0:00:00,21,0,4971937,7239771,0,1,0,21034571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10598608,14680490,0,25279098,0,0,0,0,0,0,0,-8938770,0,15139154,0,0,0,15139154,0,0,0,0,0,1321587781,7,199877,116855,0,0,0,4,10560,07/01/2023,5646897,1447510163,0,0,0,0,0,0,0,0,0,0,0,11524640,0,0,-5345753,0,0,1,9500000,0,0,0
42,9/30/2025 0:00:00,29,0,0,1237286,0,1,0,461319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8106000,12679000,3549000,0,0,24334000,0,0,0,367733,0,0,0,367733,0,0,0,0,0,136291106,0,0,0,0,0,0,0,0,10/01/2023,100174,153445094,0,0,0,0,0,0,0,0,0,0,0,-8189,0,0,0,0,0,0,0,0,0,0
47,9/30/2025 0:00:00,30,0,0,291618,0,1,0,113239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14999,0,0,0,14999,0,0,0,0,0,49929189,0,0,0,0,0,0,0,0,02/01/2023,0,56849610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,9/30/2025 0:00:00,31,0,0,912527,0,1,0,312848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247000,4300000,500000,0,0,6047000,0,0,0,335887,0,0,2236,338123,0,0,0,0,2833,51348714,0,0,0,0,0,0,0,0,Fiscal Year 2022,166396,64204652,0,0,0,0,0,0,0,0,0,0,0,360564,0,0,0,0,0,0,0,0,0,0
51,9/30/2025 0:00:00,32,0,727734788,33247199,17576424,1,0,70669136,59720,0,0,1133576,7305867,8499163,0,0,0,0,0,0,1106088,94153859,135937523,435951929,17709978,684859377,93730327,34022209,40587279,33256063,1487533,203083410,0,-137835994,0,16479284,-1266,0,391927,16869945,0,0,0,0,631619,8323234650,3,43399,43399,0,0,0,3,43399,01/01/2023,23240646,9031811612,0,0,0,0,0,0,0,0,0,0,0,45608638,0,1058114,35197,0,0,0,0,0,0,-4560
53,9/30/2025 0:00:00,33,0,0,562452,0,1,0,362604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1000000,0,0,0,1500000,0,0,0,127607,0,0,0,127607,0,0,0,0,0,55531542,0,0,0,0,0,0,0,0,01/01/2023,0,60950141,0,0,0,0,0,0,0,0,0,0,0,188378,0,0,0,0,0,0,0,0,0,0
60,9/30/2025 0:00:00,35,0,45192834,1652292,2282799,1,0,4432400,0,0,0,0,0,0,0,0,0,0,0,0,13859535,10581175,21384081,9240376,0,55065167,0,0,0,0,0,0,0,-3074741,0,2829000,0,0,0,2829000,0,0,0,0,0,448873052,0,0,0,0,0,0,0,0,04/01/2023,663863,498001025,0,0,0,0,0,0,0,0,0,0,0,3543224,0,0,0,0,0,213,630887,0,0,0
77,9/30/2025 0:00:00,41,0,11749475,555333,0,1,0,813159,0,0,0,0,0,0,0,0,0,0,0,0,2852303,11724837,13069237,3493518,0,31139895,0,0,0,0,0,0,0,-2421710,0,505181,0,0,0,505181,0,0,0,0,0,186778072,0,0,0,0,0,0,0,0,07/01/2023,-250000,202766423,0,0,0,0,0,0,0,0,0,0,0,258295,0,0,0,0,0,0,0,0,0,0
79,9/30/2025 0:00:00,43,0,46219170,5174091,1501034,1,0,3097015,0,0,0,0,0,0,0,0,0,0,0,0,11844800,42338932,24709878,25614991,1133264,105641866,0,0,0,0,0,0,0,-8672092,0,1110000,0,0,0,1110000,0,0,0,0,69,811869540,0,0,0,0,0,0,0,0,01/01/2023,1317646,895894646,0,0,0,0,0,0,0,0,0,0,0,4058475,0,0,-99228,0,0,0,0,0,0,0
82,9/30/2025 0:00:00,46,0,59603037,862169,0,1,0,2077449,0,0,0,0,0,0,0,0,0,0,0,0,5827628,11106060,998439,0,0,17932127,11981804,245000,0,0,0,12226804,0,25188,0,1170000,0,0,0,1170000,0,0,0,0,0,269645959,0,0,0,0,0,0,0,0,01/01/2023,365808,311591344,0,0,0,0,0,0,0,0,0,0,0,1417174,0,0,0,0,0,2,1266800,0,0,0
90,9/30/2025 0:00:00,49,0,0,0,0,1,0,65230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700128,0,0,0,0,0,0,0,0,03/01/2023,58827,7754306,0,0,0,0,0,0,0,0,0,0,0,5082,0,0,0,0,0,0,0,0,0,0
98,9/30/2025 0:00:00,54,0,0,200,0,1,0,19126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470000,3360000,0,0,0,5830000,0,0,0,-3961,0,0,0,-3961,0,0,0,0,0,9334590,0,0,0,0,0,0,0,0,03/01/2023,0,11560584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2025 0:00:00,57,0,0,496508,0,1,0,137605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497228,3239474,2332947,1066856,0,7136505,0,0,0,92361,0,0,0,92361,0,0,0,0,0,64569333,0,0,0,0,0,0,0,0,01/01/2023,-22915,76836001,0,0,0,0,0,0,0,0,0,0,0,220513,0,0,0,83,2479284,0,0,0,0,0
108,9/30/2025 0:00:00,58,0,0,565869,0,1,0,202890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1150000,1400000,0,0,0,7500,0,0,0,7500,0,0,0,0,0,35904595,0,0,0,0,0,0,0,0,03/01/2023,0,44953689,0,0,0,0,0,0,0,0,0,0,0,101544,0,0,0,0,0,0,0,0,0,0
110,9/30/2025 0:00:00,59,0,0,20126,0,1,0,60199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33277753,0,0,0,0,0,0,0,0,04/01/2023,0,39058829,0,0,0,0,0,0,0,0,0,0,0,4503,0,0,0,0,0,0,0,0,0,0
119,9/30/2025 0:00:00,62,0,272963,386854,0,1,0,83168,0,0,0,0,0,0,0,0,0,0,0,0,2138682,23643080,15509810,25436081,3106177,69833830,0,0,0,0,0,0,0,-5823087,0,85735,0,0,0,85735,0,0,0,0,0,80218754,0,0,0,0,0,0,0,0,01/01/2023,0,91614353,0,0,0,0,0,0,0,0,0,0,0,241993,0,0,0,0,0,0,0,0,0,0
120,9/30/2025 0:00:00,63,0,0,720911,0,1,0,451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19431000,16087000,3486000,0,0,39004000,0,0,0,160004,0,0,0,160004,0,0,0,0,0,112981768,0,0,0,0,0,0,0,0,01/01/2023,4328,123641407,0,0,0,0,0,0,0,0,0,0,0,515308,0,0,0,0,0,0,0,0,0,0
132,9/30/2025 0:00:00,69,0,0,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971646,0,0,0,0,0,0,0,0,,0,1154412,0,0,0,0,0,0,0,0,0,0,0,25505,0,0,0,0,0,0,0,0,0,0
135,9/30/2025 0:00:00,70,0,0,1043606,0,1,0,351843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995090,12504894,17499984,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,97340513,0,0,0,0,0,0,0,0,01/01/2023,5588,113975920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,9/30/2025 0:00:00,72,0,0,693282,0,1,0,74970,0,0,0,0,0,0,0,0,0,0,0,0,3037046,5138374,1657859,0,0,9833279,0,0,0,0,0,0,0,-1721,0,39041,0,0,0,39041,0,0,0,0,0,38875502,0,0,0,0,0,0,0,0,03/01/2023,0,43565157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,5914446,2,162000,0,0,0
146,9/30/2025 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5173751,0,0,0,0,0,0,0,0,,0,5654530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,9/30/2025 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423986,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1584029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2025 0:00:00,77,0,19209915,4567486,166000,1,0,4404118,0,0,0,0,0,0,0,0,0,0,0,0,28914621,32257992,12335115,9449393,607316,83564438,2403094,0,0,52764,0,2455858,0,-3953321,0,2376847,391,0,-2608,2374630,0,0,0,0,10005,408720646,0,0,0,0,0,0,0,0,07/01/2023,490762,447235903,0,0,0,0,0,0,0,0,0,0,0,1295334,0,0,255658,0,0,0,0,0,0,-780623
151,9/30/2025 0:00:00,78,0,181816813,3237235,0,1,0,9582757,0,0,0,0,0,0,0,0,0,0,0,0,22804014,14616216,15906121,42180235,11265852,106772438,0,0,0,0,0,0,0,-13807136,0,4544325,0,0,0,4544325,0,0,0,0,0,1007814037,0,0,0,0,0,0,0,0,01/01/2023,3232555,1127938488,0,0,0,0,0,0,0,0,0,0,0,3728954,0,0,0,0,0,0,0,0,0,0
153,9/30/2025 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301699,0,0,0,0,0,0,0,0,,0,381370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,9/30/2025 0:00:00,83,0,28009821,11125695,0,1,0,22251650,0,0,0,0,25183632,25183632,0,0,0,0,0,0,78653155,97775488,127064834,203876686,81309761,588679923,0,0,0,0,0,0,0,-22952636,0,6700500,0,0,6032,6706532,0,0,0,0,12916,2391551809,0,0,0,17,1595240,1435716,0,0,01/01/2023,8713806,2720426302,0,0,0,0,0,0,0,0,0,0,0,19519820,0,2029962,1453910,0,0,3,4186437,0,0,0
162,9/30/2025 0:00:00,85,0,13628975,783903,0,1,0,697476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900000,1600000,0,1050000,7750000,16300000,0,0,0,477000,0,0,0,477000,0,0,0,0,0,158441459,0,0,0,0,0,0,0,0,01/01/2023,122000,176484423,0,0,0,0,0,0,0,0,0,0,0,474499,0,0,0,0,0,0,0,0,0,0
167,9/30/2025 0:00:00,87,0,0,7312437,2208881,1,0,1241763,0,0,0,0,0,0,0,0,0,0,0,0,16030279,15531872,17557165,0,0,49119316,0,83334,0,0,0,83334,0,-78419,0,-54380,0,0,-1000,-55380,0,0,0,0,13000,635924462,0,0,0,0,0,0,0,0,01/01/2023,351796,709470166,0,0,0,0,0,0,0,0,0,0,0,3303835,0,0,0,0,0,0,0,0,0,0
168,9/30/2025 0:00:00,88,0,0,364272,0,1,0,76090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,494605,0,744605,0,0,0,76090,0,0,0,76090,0,0,0,0,0,36055667,0,0,0,0,0,0,0,0,10/01/2023,0,39629936,0,0,0,0,0,0,0,0,0,0,0,118472,0,0,0,0,0,0,0,0,0,0
169,9/30/2025 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950600,0,0,0,0,0,0,0,0,,0,1657587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,9/30/2025 0:00:00,92,0,226257916,9164952,1274684,1,0,7972383,0,0,0,0,0,0,0,0,0,0,0,0,158912748,78480786,49789604,77724713,0,364907851,0,0,0,0,0,0,0,-17779520,0,5283327,0,0,1659,5284986,0,0,0,0,4436,1473107106,0,0,0,11,42242,41136,0,0,04/01/2023,360098,1728450665,0,0,0,0,0,0,0,0,0,0,0,8922681,0,0,0,0,0,0,0,0,0,0
187,9/30/2025 0:00:00,100,0,0,303586,0,1,0,513659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496000,496000,0,0,0,992000,0,0,0,359236,0,0,0,359236,0,0,0,0,0,23792969,0,0,0,0,0,0,0,0,01/01/2023,296736,27445542,0,0,0,0,0,0,0,0,0,0,0,579482,0,0,0,0,0,0,0,0,0,0
195,9/30/2025 0:00:00,104,0,0,156792,0,1,0,91950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29352,0,0,0,29352,0,0,0,0,0,18873872,0,0,0,0,0,0,0,0,01/01/2023,1069,20590303,0,0,0,0,0,0,0,0,0,0,0,12642,0,0,0,0,0,0,0,0,0,0
196,9/30/2025 0:00:00,105,0,5844708,27415319,13066165,1,0,39352655,0,0,0,0,0,0,0,0,0,0,0,0,52929861,21076703,72289377,20893109,13494375,180683425,0,0,0,0,0,0,0,-18423388,0,22250000,0,0,0,22250000,0,0,0,0,0,2647630680,4,651874,479959,0,0,0,0,0,01/01/2023,19699299,2921000276,0,0,0,0,0,0,0,0,0,0,0,20373766,0,0,0,0,0,0,0,0,0,0
198,9/30/2025 0:00:00,107,0,0,115765,0,1,0,35332,4512630,0,0,0,0,4512630,0,0,0,0,0,0,0,0,0,0,0,0,4000000,1000000,0,0,0,5000000,0,0,0,8418,0,0,0,8418,0,0,0,0,0,38880725,0,0,0,0,0,0,0,0,01/01/2023,0,52779368,0,0,0,0,0,0,0,0,0,0,0,19582,0,-87167,0,0,0,0,0,0,0,0
199,9/30/2025 0:00:00,108,0,27989130,2058553,362293,1,0,549902,0,0,0,0,0,0,0,0,0,0,0,0,1535549,7474855,6590464,27670331,0,43271199,0,0,0,0,0,0,0,-4769928,0,349142,0,0,0,349142,0,0,0,0,0,181957968,0,0,0,0,0,0,0,0,01/01/2023,69660,210807119,0,0,0,0,0,0,0,0,0,0,0,1143364,0,0,0,0,0,0,0,0,0,0
200,9/30/2025 0:00:00,109,0,0,0,0,1,0,41521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7109178,0,0,0,0,0,0,0,0,02/01/2025,0,9943553,0,0,0,0,0,0,0,0,0,0,0,7356,0,0,0,0,0,0,0,0,0,0
205,9/30/2025 0:00:00,112,0,5072056,1056883,0,1,0,1116290,0,0,0,0,0,0,0,0,0,0,0,0,3610017,13287087,27980129,3368191,0,48245424,3847914,2688000,0,0,0,6535914,0,-1273076,0,637000,0,0,0,637000,0,0,0,0,0,234936704,0,0,0,0,0,0,0,0,01/01/2023,425000,281897815,0,0,0,0,0,0,0,0,0,0,0,1303703,0,0,0,0,0,0,0,0,0,0
216,9/30/2025 0:00:00,116,0,2083623,484725,0,1,0,141692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497392,6456570,11498536,0,0,20452497,0,0,0,134097,0,0,0,134097,0,0,0,0,0,69884783,0,0,0,0,0,0,0,0,01/01/2023,77450,76477588,0,0,0,0,0,0,0,0,0,0,0,178900,0,0,0,0,0,0,0,0,0,0
220,9/30/2025 0:00:00,117,0,6968068,154694,0,1,0,112297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999673,500000,500000,0,0,4999673,0,0,0,57590,0,0,0,57590,0,0,0,0,0,32276353,0,0,0,0,0,0,0,0,01/01/2023,101683,40584022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,9/30/2025 0:00:00,119,0,17045,6673878,127341,1,0,3171096,0,0,0,0,0,0,0,0,0,0,0,0,274037,456902,13704,0,0,744643,0,747000,0,0,0,747000,0,-20518,0,2200048,0,0,0,2200048,0,0,0,0,0,133604618,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,173872773,0,0,0,0,0,0,0,0,0,0,0,1339477,0,0,0,0,0,0,0,0,0,0
227,9/30/2025 0:00:00,121,0,432511412,11548402,375533271,1,0,651914830,0,0,0,0,0,0,0,0,0,0,0,0,959332196,244046213,874418403,1366837076,34150685,3478784573,0,0,0,0,0,0,0,-138734851,0,299020457,0,0,257795,299278252,0,0,0,0,8487198,26490675971,0,0,0,2027,886035926,233861268,0,0,01/01/2023,601794136,29550699493,0,0,0,0,0,0,0,0,0,0,0,106135028,0,0,-9293264,0,0,0,0,0,0,0
233,9/30/2025 0:00:00,124,0,6711925,1095048,0,1,0,701900,0,0,0,0,0,0,0,0,0,0,0,0,459589,2011732,4856810,1012194,129594,8469919,0,0,0,0,0,0,0,-764619,0,466269,0,0,0,466269,0,0,0,0,0,171118198,0,0,0,0,0,0,0,0,01/01/2023,424197,190070991,0,0,0,0,0,0,0,0,0,0,0,738066,0,0,290930,0,0,0,0,0,0,0
234,9/30/2025 0:00:00,125,0,0,185204,0,1,0,85107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6749000,2746000,6492000,0,0,15987000,0,0,0,41188,0,0,0,41188,0,0,0,0,0,62269852,0,0,0,0,0,0,0,0,03/01/2023,0,80626819,0,0,0,0,0,0,0,0,0,0,0,285058,0,0,0,0,0,0,0,0,0,0
240,9/30/2025 0:00:00,128,0,0,410044,0,1,0,254013,0,0,0,0,0,0,0,0,0,0,0,0,4159043,157849,948095,203251,0,5468238,811330,2233777,3117027,1769788,0,7931922,0,39462,0,64035,0,0,0,64035,0,0,0,0,0,86139998,0,0,0,0,0,0,0,0,01/01/2023,-117333,106058621,0,0,0,0,0,0,0,0,0,0,0,14987,0,0,0,0,0,0,0,0,0,0
242,9/30/2025 0:00:00,129,0,0,2062615,305626,1,0,1114887,0,0,0,0,0,0,0,0,0,0,0,0,8056300,4258559,5097116,0,0,17411975,0,0,0,0,0,0,0,-190542,0,678275,0,0,0,678275,0,0,0,0,0,101874385,0,0,0,0,0,0,0,0,01/01/2023,579051,123692819,0,0,0,0,0,0,0,0,0,0,0,33351,0,0,0,0,0,0,0,0,0,0
256,9/30/2025 0:00:00,136,0,11243042,1579759,240094,1,0,1326552,0,0,0,0,0,0,0,0,0,0,0,0,19091062,19974624,17263461,27760812,6346586,90436545,0,0,0,0,0,0,0,-3275432,0,1384011,0,0,0,1384011,0,0,0,0,0,261248300,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,289815129,0,0,0,0,0,0,0,0,0,0,0,715436,0,0,-1215,0,0,0,0,0,0,0
258,9/30/2025 0:00:00,137,0,23981786,1447629,0,1,0,676347,0,0,0,0,0,0,0,0,0,0,0,0,4009923,5371236,0,6934168,0,16315327,40191744,53899693,19457286,30946621,0,144495344,0,-85192,0,346512,0,0,0,346512,0,0,0,0,0,340836516,0,0,0,0,0,0,0,0,07/01/2023,141523,394532572,0,0,0,0,0,0,0,0,0,0,0,1942583,0,0,0,0,0,0,0,0,0,0
262,9/30/2025 0:00:00,139,0,-363,472197,0,1,0,126726,0,0,0,0,0,0,0,0,0,0,0,0,3034990,10185208,6721297,776236,0,20717731,0,0,0,0,0,0,0,-887127,0,83421,0,0,0,83421,0,0,0,0,0,67344564,0,0,0,0,0,0,0,0,05/01/2023,113251,72379375,0,0,0,0,0,0,0,0,0,0,0,281184,0,0,0,0,0,0,0,0,0,0
266,9/30/2025 0:00:00,143,0,1521605,779364,0,1,0,2004707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11185624,46488239,33538478,4666757,0,95879098,0,0,0,458277,0,0,0,458277,0,0,0,0,0,285882309,0,0,0,0,0,0,0,0,03/01/2023,1349187,340314061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,9/30/2025 0:00:00,149,0,0,1971046,616393,1,0,433891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292055,0,0,0,292055,0,0,0,0,0,157356185,0,0,0,0,0,0,0,0,03/01/2023,116033,188251912,0,0,0,0,0,0,0,0,0,0,0,181221,0,0,0,0,0,0,0,0,0,0
277,9/30/2025 0:00:00,152,0,10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99522,915394,0,611549,0,1626465,0,0,0,0,0,0,0,-119945,0,0,0,0,0,0,0,0,0,0,0,1190037,0,0,0,0,0,0,0,0,,0,2187183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,9/30/2025 0:00:00,154,0,676433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12577870,0,0,0,0,0,0,0,0,,0,14231259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,9/30/2025 0:00:00,155,0,0,84285,0,1,0,34670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11782668,0,0,0,0,0,0,0,0,01/01/2023,0,13494178,0,0,0,0,0,0,0,0,0,0,0,57551,0,0,0,0,0,0,0,0,0,0
294,9/30/2025 0:00:00,160,0,26092435,3587224,815199,1,0,3209379,0,0,0,0,0,0,0,0,0,0,0,0,3397622,9296024,5783570,15902737,0,34379953,0,0,0,0,0,0,0,-2691372,0,2733594,0,0,0,2733594,0,0,0,0,0,428899159,0,0,0,0,0,0,0,0,01/01/2023,0,465620204,0,0,0,0,0,0,0,0,0,0,0,3013970,0,0,0,0,0,0,0,0,0,0
303,9/30/2025 0:00:00,166,0,0,876459,0,1,0,652256,0,0,367905,0,0,367905,0,0,0,0,0,0,5661221,6437891,11228281,5739058,0,29066449,0,248000,0,0,0,248000,0,-1069606,0,533766,0,0,0,533766,0,0,0,0,0,119140230,0,0,0,0,0,0,0,0,10/01/2023,640449,127596336,0,0,0,0,0,0,0,0,0,0,0,629658,0,17905,0,0,0,0,0,0,0,0
306,9/30/2025 0:00:00,168,0,393539,1370109,0,1,0,737868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3883553,8505190,15656648,0,0,28045390,0,0,0,507766,0,0,0,507766,0,0,0,0,0,101585370,0,0,0,0,0,0,0,0,01/01/2023,516153,113480897,0,0,0,0,0,0,0,0,0,0,0,1042910,0,0,0,0,0,0,0,0,0,0
319,9/30/2025 0:00:00,173,0,27326271,903459,0,1,0,4307688,0,0,0,0,0,0,0,0,0,0,0,0,2788611,418278,3360522,9919928,87800,16575138,0,0,0,0,0,0,0,-2450568,0,3252905,0,0,0,3252905,0,0,0,0,0,257842022,0,0,0,0,0,0,0,0,07/01/2023,909187,274984705,0,0,0,0,0,0,0,0,0,0,0,856053,0,0,0,0,0,0,0,0,0,0
