"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
8077,9/30/2025 0:00:00,3776,0,0,424681,0,1,0,90196,0,0,0,0,0,0,0,0,0,0,0,0,246445,0,414512,0,0,660957,696000,3392000,0,0,0,4088000,0,-35043,0,17202,0,0,0,17202,0,0,0,0,0,20747216,0,0,0,0,0,0,0,0,01/01/2023,0,25363428,0,0,0,0,0,0,0,0,0,0,0,6531,0,0,0,0,0,0,0,0,0,0
8080,9/30/2025 0:00:00,3777,0,620387,6900006,1488943,1,0,3857918,0,0,0,0,0,0,0,0,0,0,0,0,229457,161320,0,0,0,390777,0,0,0,0,0,0,0,-11688,0,2509162,0,0,0,2509162,0,0,0,0,0,155546939,0,0,0,0,0,0,0,0,01/01/2023,1073495,175339237,0,0,0,0,0,0,0,0,0,0,0,2563497,0,0,0,0,0,0,0,0,0,0
8097,9/30/2025 0:00:00,3785,0,0,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504880,0,0,0,0,0,0,0,0,,0,1693311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100,9/30/2025 0:00:00,3787,0,12061731,484121,0,1,0,462908,0,0,0,0,0,0,0,0,0,0,0,0,20790626,0,0,0,0,20790626,4023450,11124078,225195,255771,0,15628495,0,32256,0,134272,0,0,0,134272,0,0,0,0,0,106839308,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,125516744,0,0,0,0,0,0,0,0,0,0,0,528606,0,0,0,0,0,0,0,0,0,0
8110,9/30/2025 0:00:00,3794,0,0,2191356,0,1,0,803255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,4991910,7998000,1861,0,14991771,0,0,0,696048,0,0,0,696048,0,0,0,0,0,206897608,0,0,0,20,215392,215392,0,0,09/01/2023,0,227026620,0,0,0,0,0,0,0,0,0,0,0,1109030,0,0,0,0,0,0,0,0,0,0
8111,9/30/2025 0:00:00,3795,0,484305721,122356519,281252734,1,2459600,119907926,4196625,0,0,31689882,252803275,288689781,16079237,46436592,65523396,70010303,10162099,208211626,1476667776,263965737,338569903,593655762,494748865,3167608043,3721908,90455067,126066792,558838044,213296347,992378158,0,-135965624,0,74617208,0,-31867,514659,75100000,0,0,0,0,2269956,16713748012,0,0,0,0,0,0,0,0,04/01/2023,39840484,18923215437,0,0,0,0,0,0,0,0,0,0,0,83596724,0,29253341,1878016,0,0,0,0,0,0,0
8113,9/30/2025 0:00:00,3796,0,0,449435,0,1,0,383797,0,0,0,0,0,0,0,0,0,0,0,0,2378324,5671923,1008475,0,0,9058722,733834,1454310,245000,0,0,2433144,0,-24210,0,255635,0,0,0,255635,0,0,0,0,0,65833836,0,0,0,0,0,0,0,0,01/01/2023,0,78937350,0,0,0,0,0,0,0,0,0,0,0,363743,0,0,0,0,0,3,1240800,0,0,0
8116,9/30/2025 0:00:00,3798,0,585026441,10366897,11380546,1,227,96548541,0,0,0,0,812701,812700,0,0,0,0,0,0,958640012,774297676,925176991,394838856,0,3052953536,11341321,21127084,0,0,0,32468405,0,10024616,0,35498209,-199,-123,-21824,35476063,0,0,0,0,138811,8873754365,0,0,0,0,0,0,0,0,01/01/2023,66286678,9921362881,0,0,0,0,0,0,0,0,0,0,0,38586686,0,30558,0,0,0,0,0,0,0,0
8118,9/30/2025 0:00:00,3800,0,0,0,0,1,0,366924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-169805,0,0,0,-169805,0,0,0,0,0,9327413,0,0,0,0,0,0,0,0,03/01/2023,125656,13366135,0,0,0,0,0,0,0,0,0,0,0,32666,0,0,0,0,0,0,0,0,0,0
8119,9/30/2025 0:00:00,3801,0,0,298894,25488,1,0,154294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105398,0,0,0,105398,0,0,0,0,0,25179814,0,0,0,0,0,0,0,0,10/01/2023,0,29719557,0,0,0,0,0,0,0,0,0,0,0,49046,0,0,0,0,0,0,0,0,0,0
8129,9/30/2025 0:00:00,3808,0,0,218768,0,1,0,342952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000,496000,248000,0,0,2234000,0,0,0,385300,0,0,0,385300,0,0,0,0,0,18277432,0,0,0,0,0,0,0,0,04/01/2023,71000,21809413,0,0,0,0,0,0,0,0,0,0,0,50880,0,0,0,0,0,0,0,0,0,0
8132,9/30/2025 0:00:00,3810,0,0,134471,28609,1,0,174689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,997682,500000,0,0,1997682,0,0,0,100277,0,0,0,100277,0,0,0,0,0,56631949,0,0,0,0,0,0,0,0,01/01/2023,0,72051355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8141,9/30/2025 0:00:00,3813,0,0,151648,0,1,0,115882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14050,0,0,0,14050,0,0,0,0,0,11690354,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,13022330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8169,9/30/2025 0:00:00,3825,0,37601611,2318553,0,1,0,10500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2719385,0,0,0,2719385,0,0,0,0,0,531501420,2,5202,5202,0,0,0,0,0,10/01/2023,11135658,567420675,0,0,0,0,0,0,0,0,0,0,0,879722,0,0,1073858,0,0,0,0,0,0,0
8187,9/30/2025 0:00:00,3832,0,0,2755162,591474,1,7142,5146716,0,0,0,0,661541,661541,0,0,0,0,0,0,222077,445624,239907,377552,47264,1332424,7445500,7572207,9176290,0,0,24193997,0,-15768,0,2084646,7142,0,0,2091788,0,0,0,0,0,347908198,0,0,0,0,0,0,0,0,01/01/2023,393712,387895019,0,0,0,0,0,0,0,0,0,0,0,2359921,0,8788,0,0,0,0,0,0,0,-7142
8212,9/30/2025 0:00:00,3842,0,0,878360,0,1,0,327250,0,0,0,0,0,0,0,0,0,0,0,0,12663211,10127134,4749549,9459874,0,36999768,0,0,0,0,0,0,0,-635704,0,28700,0,0,0,28700,0,0,0,0,0,115815908,0,0,0,0,0,0,0,0,01/01/2023,0,131463035,0,0,0,0,0,0,0,0,0,0,0,782825,0,0,-17570,0,0,0,0,0,0,0
8216,9/30/2025 0:00:00,3845,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341053,0,0,0,0,0,0,0,0,,0,611445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,9/30/2025 0:00:00,3847,0,25068218,1961389,0,1,0,3061061,0,0,0,6399094,0,6399094,0,0,0,0,0,0,2826637,380996,0,431447,0,3639080,15314996,25151061,25881808,2916750,0,69264615,0,-136420,0,675000,0,0,0,675000,0,0,0,0,58367,755310662,0,0,0,0,0,0,0,0,01/01/2023,970043,836262579,0,0,0,0,0,0,0,0,0,0,0,2071534,0,636449,0,0,0,0,0,0,0,0
8229,9/30/2025 0:00:00,3851,0,0,991357,0,1,0,402101,0,0,2102315,0,0,2102315,0,0,0,0,0,0,0,0,0,0,0,0,1000000,998000,1000000,0,0,2998000,0,0,0,191200,0,0,0,191200,0,0,0,0,0,69254183,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,78123778,0,0,0,0,0,0,0,0,0,0,0,387749,0,102315,0,0,0,0,0,0,0,0
8230,9/30/2025 0:00:00,3852,0,5940298,1607026,0,1,0,520162,0,0,0,0,0,0,0,0,0,0,0,0,0,867874,3346935,9845428,1485129,15545366,249000,0,497047,0,0,746046,0,-2808156,0,153000,0,0,0,153000,0,0,0,0,0,82518614,0,0,0,0,0,0,0,0,Fiscal Year 2022,175600,86972834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,9/30/2025 0:00:00,3859,0,0,902181,41812,1,0,320194,0,0,0,0,0,0,0,0,0,0,0,0,1291051,5861639,9018146,1396919,0,17567755,0,0,0,0,0,0,0,-849994,0,143498,0,0,0,143498,0,0,0,0,0,62238700,0,0,0,0,0,0,0,0,01/01/2023,167194,66832441,0,0,0,0,0,0,0,0,0,0,0,277919,0,0,0,0,0,0,0,0,0,0
8255,9/30/2025 0:00:00,3861,0,0,0,0,1,0,18388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943131,0,0,0,0,0,0,0,0,06/01/2025,0,2198443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8261,9/30/2025 0:00:00,3866,0,0,114085,0,1,0,69457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739000,500000,0,0,0,2239000,0,0,0,15159,0,0,0,15159,0,0,0,0,0,23943173,0,0,0,0,0,0,0,0,03/01/2023,0,27036992,0,0,0,0,0,0,0,0,0,0,0,34664,0,0,0,0,0,0,0,0,0,0
8290,9/30/2025 0:00:00,3877,0,11625000,2293893,0,1,0,1214640,0,0,3916000,0,0,3916000,0,0,0,0,0,0,0,4537762,23776040,6102666,0,34416468,4446608,1032447,2285496,1315356,591068,9670975,0,-3409644,0,655500,0,0,0,655500,0,0,0,0,0,201926824,0,0,0,0,0,0,0,0,01/01/2023,744716,218204682,0,0,0,0,0,0,0,0,0,0,0,1228459,0,0,0,0,0,0,0,0,0,0
8298,9/30/2025 0:00:00,3881,0,49075,601426,0,1,0,98736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11535,0,0,0,11535,0,0,0,0,0,30503399,0,0,0,0,0,0,0,0,03/01/2023,35629,37081704,0,0,0,0,0,0,0,0,0,0,0,150669,0,0,0,0,0,0,0,0,0,0
8299,9/30/2025 0:00:00,3882,0,0,1915786,0,1,0,746943,0,0,0,0,0,0,0,0,0,0,0,0,7179058,12254073,4539538,0,0,23972669,0,0,0,0,0,0,0,-21330,0,441153,0,0,0,441153,0,0,0,0,0,99364012,0,0,0,0,0,0,0,0,03/01/2023,0,114627775,0,0,0,0,0,0,0,0,0,0,0,612324,0,0,0,0,0,0,0,0,0,0
8313,9/30/2025 0:00:00,3889,0,0,7997,0,1,0,77677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14008398,0,0,0,0,0,0,0,0,01/01/2023,42638,15455696,0,0,0,0,0,0,0,0,0,0,0,27075,0,0,0,0,0,0,0,0,0,0
8317,9/30/2025 0:00:00,3891,0,0,516550,0,1,0,152204,0,0,0,0,0,0,0,0,0,0,0,0,9449047,14080874,2919776,0,0,26449696,0,0,0,0,0,0,0,-23799,0,137445,0,0,0,137445,0,0,0,0,0,47707874,0,0,0,0,0,0,0,0,01/01/2023,120148,53155665,0,0,0,0,0,0,0,0,0,0,0,295022,0,0,0,0,0,0,0,0,0,0
8333,9/30/2025 0:00:00,3901,0,487142759,14631928,8068,1,0,34078442,0,0,0,0,0,0,0,0,0,0,0,0,3239978,90448782,375090820,0,0,468779580,0,0,2004339,0,0,2004339,0,-48583563,0,5437054,0,0,556864,5993918,0,0,0,0,0,4138179723,0,0,0,0,0,0,0,0,01/01/2023,13213665,4765830232,0,0,0,0,0,0,0,0,0,0,0,13263579,0,0,0,0,0,0,0,0,0,0
8339,9/30/2025 0:00:00,3905,0,0,5400,0,1,0,15840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896649,0,0,0,0,0,0,0,0,12/01/2023,0,4819309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8344,9/30/2025 0:00:00,3908,0,10370,213646,0,1,0,219577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8424723,5133433,0,0,0,13558156,0,0,0,158146,0,0,0,158146,0,0,0,0,0,63775110,0,0,0,0,0,0,0,0,01/01/2023,-183702,80219428,0,0,0,0,0,0,0,0,0,0,0,12495,0,0,0,0,0,0,0,0,0,0
8349,9/30/2025 0:00:00,3910,0,0,1108292,190698,1,0,368425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5722000,13858946,15835000,0,0,35415946,0,0,0,133187,0,0,-23,133164,0,0,0,0,16,72286889,1,1276,1276,0,0,0,1,1276,10/01/2023,105877,81559342,0,0,0,0,0,0,0,0,0,0,0,304067,0,0,0,0,0,0,0,0,0,0
8367,9/30/2025 0:00:00,3918,0,0,664788,0,1,0,99906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,0,0,0,6248,77459615,0,0,0,0,0,0,0,0,03/01/2024,0,92164301,0,0,0,0,0,0,0,0,0,0,0,404803,0,0,0,0,0,0,0,0,0,0
8413,9/30/2025 0:00:00,3940,0,0,396834,325,1,0,267538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68750,0,0,0,68750,0,0,0,0,0,31044543,0,0,0,0,0,0,0,0,01/01/2023,0,36390747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,9/30/2025 0:00:00,3943,0,0,688080,0,1,0,104418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,60000,0,0,0,0,0,45271234,0,0,0,0,0,0,0,0,01/01/2024,0,56111118,0,0,0,0,0,0,0,0,0,0,0,106269,0,0,0,0,0,0,0,0,0,0
8428,9/30/2025 0:00:00,3949,0,0,2497401,633156,1,0,738239,0,0,0,0,0,0,0,0,0,0,0,0,497477,0,0,0,0,497477,0,0,0,0,0,0,0,-523,0,147383,0,0,0,147383,0,0,0,0,0,243457214,0,0,0,0,0,0,0,0,01/01/2023,242138,271012955,0,0,0,0,0,0,0,0,0,0,0,59991,0,0,0,0,0,0,0,0,0,0
8433,9/30/2025 0:00:00,3952,0,0,1841568,0,1,0,276438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,6250000,1500000,0,0,8150000,0,0,0,159411,0,0,608,160019,0,0,0,0,9731,56931456,0,0,0,0,0,0,0,0,Fiscal Year 2022,61596,64913710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,9/30/2025 0:00:00,3953,0,0,452840,0,1,0,399014,0,0,0,0,0,0,0,0,0,0,0,0,244551,862590,4498268,4524986,11750,10142145,0,0,0,0,0,0,0,-1144151,0,83280,0,0,0,83280,0,0,0,0,0,89902255,0,0,0,0,0,0,0,0,01/01/2023,268194,97880266,0,0,0,0,0,0,0,0,0,0,0,244291,0,0,112,0,0,0,0,0,0,0
8442,9/30/2025 0:00:00,3957,0,0,1317074,243304,1,0,371079,0,0,0,0,0,0,0,0,0,0,0,0,24320,111582,1602557,1227186,0,2965644,600000,2352919,1100000,2000000,600000,6652919,0,-432290,0,96265,0,0,0,96265,0,0,0,0,0,71772521,0,0,0,0,0,0,0,0,01/01/2023,49679,86906744,0,0,0,0,0,0,0,0,0,0,0,345501,0,0,0,0,0,0,0,0,0,0
8445,9/30/2025 0:00:00,3959,0,0,1126733,0,1,0,507836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555411,0,0,0,555411,0,0,0,0,0,139560836,0,0,0,0,0,0,0,0,Fiscal Year 2022,95287,153702442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,9/30/2025 0:00:00,3973,0,0,358876,0,1,0,35823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5849,0,0,0,5849,0,0,0,0,0,10824225,0,0,0,0,0,0,0,0,Fiscal Year 2022,11313,11747580,0,0,0,0,0,0,0,0,0,0,0,10095,0,0,0,0,0,0,0,0,0,0
8475,9/30/2025 0:00:00,3974,0,13305536,7531583,1081913,1,0,1850463,0,0,0,0,0,0,0,0,0,0,0,0,20708871,25358826,48430317,18665588,5376878,118540480,11726538,14953680,10008638,0,0,36688856,0,-1321893,0,799770,0,0,7701,807471,0,0,0,0,7701,432151062,0,0,0,0,0,0,0,0,07/01/2023,635898,508892426,0,0,0,0,0,0,0,0,0,0,0,2330965,0,0,20433,0,0,0,0,0,0,0
8486,9/30/2025 0:00:00,3980,0,2869172,4313743,933067,1,0,2271464,0,0,0,0,0,0,0,0,0,0,0,0,20291342,4435100,10651853,39669731,10860242,85908268,0,0,0,0,0,0,0,-8982910,0,1125000,0,0,0,1125000,0,0,0,0,0,569038112,0,0,0,0,0,0,0,0,07/01/2023,454273,611040884,0,0,0,0,0,0,0,0,0,0,0,3117388,0,0,0,0,0,0,0,0,0,0
8512,9/30/2025 0:00:00,3995,0,0,1089537,0,1,0,426090,0,0,0,95490,1271446,1366936,0,0,0,0,0,0,4472592,1003708,2123125,0,0,7599425,0,0,0,0,0,0,0,-38665,0,192607,0,0,0,192607,0,0,0,0,0,95682352,0,0,0,0,0,0,0,0,01/01/2023,57000,105817341,0,0,0,0,0,0,0,0,0,0,0,528068,0,110493,0,0,0,0,0,0,0,0
8523,9/30/2025 0:00:00,4001,0,0,1967062,0,1,0,1843733,0,0,0,0,0,0,0,0,0,0,0,0,1469001,8057863,929821,248000,5008521,15713206,0,0,0,0,0,0,0,-793905,0,1086420,0,0,0,1086420,0,0,0,0,0,215298286,0,0,0,0,0,0,0,0,04/01/2023,1596114,238364197,0,0,0,0,0,0,0,0,0,0,0,990812,0,0,0,0,0,0,0,0,0,0
8530,9/30/2025 0:00:00,4006,0,0,3349707,82340,1,0,79370,0,0,0,0,0,0,0,0,0,0,0,0,1633738,19666316,32830768,12111349,0,66242171,0,0,0,0,0,0,0,-4242829,0,70505,0,0,0,70505,0,0,0,0,0,116855256,0,0,0,0,0,0,0,0,07/01/2023,0,132903137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540,9/30/2025 0:00:00,4012,0,0,135324,255570,1,0,213748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189000,4430000,500000,0,0,8119000,0,0,0,39066,0,0,0,39066,0,0,0,0,0,37292057,0,0,0,0,0,0,0,0,03/01/2023,86629,40199162,0,0,0,0,0,0,0,0,0,0,0,72135,0,0,0,0,0,0,0,0,0,0
8548,9/30/2025 0:00:00,4015,0,0,2355103,0,1,0,5282131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12498626,0,0,0,0,12498626,0,0,0,2155954,0,0,0,2155954,0,0,0,0,0,243919877,0,0,0,0,0,0,0,0,07/01/2023,1542148,265753258,0,0,0,0,0,0,0,0,0,0,0,1033655,0,0,0,0,0,0,0,0,0,0
8549,9/30/2025 0:00:00,4016,0,0,534589,0,1,0,127248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,1000000,100000,0,0,1400000,0,0,0,62500,0,0,0,62500,0,0,0,0,0,23434433,0,0,0,0,0,0,0,0,03/01/2023,0,26050496,0,0,0,0,0,0,0,0,0,0,0,125014,0,0,0,0,0,0,0,0,0,0
8550,9/30/2025 0:00:00,4017,0,36330573,2259500,833172,1,0,3018476,0,0,0,0,0,0,0,0,0,0,0,0,7509347,7818737,5876053,2282666,557918,24044719,0,0,0,0,0,0,0,-596647,0,3044689,0,0,2850,3047539,0,0,0,0,0,509727876,0,0,0,0,0,0,0,0,01/01/2023,1099840,555111494,0,0,0,0,0,0,0,0,0,0,0,1754309,0,0,0,0,0,0,0,0,0,0
8554,9/30/2025 0:00:00,4019,0,82313832,3066828,3171504,1,0,8603497,0,0,0,0,0,0,0,0,0,0,0,0,42023291,52178080,113046747,74101182,0,281349299,0,0,0,0,0,0,0,-23460822,0,4756000,0,0,0,4756000,0,0,0,0,0,1114826437,0,0,0,0,0,0,0,0,01/01/2023,0,1326130118,0,0,0,0,0,0,0,0,0,0,0,4733136,0,0,-150768,0,0,0,0,0,0,0
8585,9/30/2025 0:00:00,4033,0,0,2435897,717834,1,0,1467371,0,0,0,0,0,0,0,0,0,0,0,0,1944646,7978736,0,0,0,9923382,9645645,66383352,21248556,0,0,97277553,0,97641,0,1183142,0,0,0,1183142,0,0,0,0,1114,411736528,0,0,0,0,0,0,0,0,01/01/2023,172304,475745002,0,0,0,0,0,0,0,0,0,0,0,854579,0,0,0,0,0,0,0,0,0,0
8588,9/30/2025 0:00:00,4034,0,0,644600,445788,1,0,356316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,250000,0,0,0,82092,0,0,0,82092,0,0,0,0,0,36540756,0,0,0,0,0,0,0,0,01/01/2023,3631,41223904,0,0,0,0,0,0,0,0,0,0,0,113598,0,0,0,0,0,0,0,0,0,0
8593,9/30/2025 0:00:00,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,405000,220000,0,0,675000,0,0,0,0,0,0,0,0,0,0,0,0,0,4963247,0,0,0,0,0,0,0,0,,0,5364872,0,0,0,0,0,0,0,0,0,0,0,3793,0,0,0,0,0,0,0,0,0,0
8609,9/30/2025 0:00:00,4041,0,0,287493,0,1,0,120984,0,0,0,0,0,0,0,0,0,0,0,0,2951867,1461655,508762,0,0,4922284,0,0,0,0,0,0,0,-78901,0,40000,0,0,0,40000,0,0,0,0,0,40869036,0,0,0,0,0,0,0,0,03/01/2023,0,43779361,0,0,0,0,0,0,0,0,0,0,0,157061,0,0,0,0,0,0,0,0,0,0
8611,9/30/2025 0:00:00,4042,0,0,211386,0,1,0,18607,0,0,0,0,0,0,0,0,0,0,0,0,358738,110307,1702758,0,0,2171803,0,0,0,0,0,0,0,-197978,0,629,0,0,0,629,0,0,0,0,0,30158429,0,0,0,0,0,0,0,0,01/01/2023,30777,34030632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1445413,0,0,0
8616,9/30/2025 0:00:00,4046,0,0,239130,87249,1,0,44122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29386336,0,0,0,0,0,0,0,0,01/01/2023,0,36611418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8618,9/30/2025 0:00:00,4047,0,0,724,0,1,0,27746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9404132,0,0,0,0,0,0,0,0,Fiscal Year 2022,28361,10750667,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0
8625,9/30/2025 0:00:00,4051,0,0,12068,-951,1,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8788944,0,0,0,0,0,0,0,0,07/01/2023,0,10136474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8626,9/30/2025 0:00:00,4052,0,0,8967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826056,0,0,0,0,0,0,0,0,,0,2471411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8642,9/30/2025 0:00:00,4059,0,0,111686,0,1,0,204557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342000,1477000,0,0,0,2819000,0,0,0,66398,0,0,0,66398,0,0,0,0,0,22321103,0,0,0,0,0,0,0,0,01/01/2023,70500,25009328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0
8654,9/30/2025 0:00:00,4063,0,0,165542,0,1,0,59139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108150,0,0,0,108150,0,0,0,0,0,12916236,0,0,0,0,0,0,0,0,06/01/2023,0,14808081,0,0,0,0,0,0,0,0,0,0,0,48237,0,0,0,0,0,0,0,0,0,0
8687,9/30/2025 0:00:00,4086,0,0,250378,0,1,0,126946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32350,0,0,0,32350,0,0,0,0,0,19561219,0,0,0,0,0,0,0,0,03/01/2023,0,23616935,0,0,0,0,0,0,0,0,0,0,0,169487,0,0,0,0,0,0,0,0,0,0
8693,9/30/2025 0:00:00,4089,0,0,3768764,532191,1,0,1168779,0,0,0,0,0,0,0,0,0,0,0,0,20326560,26265285,18512026,3118330,57629,68279830,0,0,0,0,0,0,0,-2850171,0,312485,0,0,0,312485,0,0,0,0,0,231180745,0,0,0,0,0,0,0,0,01/01/2023,1177493,256365439,0,0,0,0,0,0,0,0,0,0,0,1028408,0,0,0,0,0,0,0,0,0,0
8694,9/30/2025 0:00:00,4090,0,1100298,6533514,1258623,1,0,4114642,0,0,0,0,0,0,0,0,0,0,0,0,221374,2467011,7239743,10138204,0,20066331,1243000,0,0,0,0,1243000,0,-2302321,0,4483122,0,0,0,4483122,0,0,0,0,0,344135817,0,0,0,0,0,0,0,0,07/01/2023,315680,385460906,0,0,0,0,0,0,0,0,0,0,0,2497714,0,0,0,0,0,0,0,0,0,0
