"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
1,9/30/2025 0:00:00,2,Subm,2420000,0,3730299,0,0,2361,0,0,0,0,0,10481,0,9058,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,0,2148,0,0,2148,2,0,0,0,0,0,0,16452,0,16452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361042,0,0,0,0,0,0,0,0,0,0,0
6,9/30/2025 0:00:00,7,Subm,206605,0,31643022,20863844,0,356993,0,147200,107800,0,0,10424553,770062,639537,175400,41143,1000,28992,0,0,11475,0,0,0,0,0,0,0,0,0,0,32198,0,0,0,0,0,0,0,0,0,0,0,81175,0,3808,310379,190692,180699,87033,5516,463940,92,140442,386839,0,104308,0,8058,41562,17257,66877,4,0,72843,0,0,287035,359878,2,93437,17000,74668,106469,65810,263947,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892799,37765,0,2642313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,3674685,0,0,0,0,150,1853264,0,9810740,0,0,0,0,0,0,0,0,0,18,303438
12,9/30/2025 0:00:00,11,Subm,17993625,0,21148831,4032419,30300,210300,0,0,0,0,0,3793623,0,404352,65505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11674,1715,0,201497,69010,207742,6319,0,283071,209,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82399,0,0,12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643168,0,0,0,0,0,0,0,0,0,0,0
13,9/30/2025 0:00:00,12,Subm,100000,0,77775177,170674,15866846,15866846,0,0,662410,0,0,13647436,0,656216,119092,336,0,0,15701,47052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29343,0,0,289010,59898,40882,946,0,101726,22,223537,522580,0,85720,31693,7956,0,0,39649,5,355640,87572,0,781515,0,869087,3,1473166,91117,115431,42334,49991,298873,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045740,0,0,2465201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20537,587355489,0,0,0,0,1,5522,0,24062169,12167,-11210,53262490,0,72396239,0,72396239,0,0,7,98645
16,9/30/2025 0:00:00,14,Subm,4189000,0,5305802,0,0,40341,0,0,0,0,0,44952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248124,0,0,0,0,0,0,0,0,0,0,0
19,9/30/2025 0:00:00,16,Subm,0,0,482329,7899000,0,2857,0,0,0,0,0,35796,0,3260,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227803,0,0,0,0,0,0,0,0,0,0,0
22,9/30/2025 0:00:00,17,Subm,42995000,0,63714111,26858070,15168000,15168000,0,0,0,0,0,2679417,0,58841,18918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49800,35439,0,0,0,35439,4,0,16058,0,7949,0,0,0,0,0,0,0,0,0,201944,0,201944,1,127917,109787,0,0,102617,212404,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161284,0,0,492446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9031664,0,0,0,0,0,0,0,0,0,0,0
26,9/30/2025 0:00:00,19,Subm,13451000,0,15402021,0,0,111464,0,0,0,0,0,74886,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,0,0,0,0,0,0,4655,0,0,0,4655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529718,0,0,0,0,0,0,0,0,0,0,0
28,9/30/2025 0:00:00,21,Subm,0,0,12577722,25279098,54536600,54541959,0,319185,729715,54840,169399,45142070,79824173,3546630,589495,246933,22787,0,0,7967,11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278374,116459,30000,0,0,0,0,0,0,0,0,667647,388325,1054361,133743,0,1576429,318,636057,5473359,0,1007508,415478,251430,0,23678,690586,43,0,2371913,228755,390975,112231,3103874,23,1833146,857158,1221360,380332,46821,2505671,34,0,0,0,0,0,0,0,0,0,0,0,63532,63532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10142290,0,0,22025164,63533,0,25000000,35580,0,0,20000000,557978,0,0,0,0,0,0,0,0,0,0,19434,381061865,0,0,0,0,0,0,0,48549706,412016,-1099641,69990744,16352198,88976351,0,105328549,0,0,17,165331
42,9/30/2025 0:00:00,29,Subm,29085000,0,39211967,24334000,0,66000,0,0,0,0,0,1051450,0,188117,67863,0,0,0,0,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0,50038,23116,44595,15176,0,82887,13,56921,72440,0,0,0,0,0,0,0,0,0,250142,0,0,91011,341153,2,79049,0,171796,14039,0,185835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403743,0,0,565031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4380877,0,0,0,0,0,0,0,0,0,0,0
47,9/30/2025 0:00:00,30,Subm,25622000,0,30820022,0,0,0,0,0,0,0,0,312009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,685,0,0,375,0,375,1,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1008,0,0,0,1008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,36971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030698,0,0,0,0,0,0,0,0,0,0,0
48,9/30/2025 0:00:00,31,Subm,18114000,0,26421967,6047000,0,155000,0,0,0,0,0,7291369,0,145945,31747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6093,0,0,19490,38576,22194,0,0,60770,12,0,105207,0,1524,0,0,0,0,0,0,0,0,38116,0,0,38116,1,49943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149876,0,0,159162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652065,0,0,0,0,0,0,0,0,0,8,73600
51,9/30/2025 0:00:00,32,Subm,0,0,783522914,896441950,19180302,19576464,1615000,865874,0,0,11155150,337179073,653323771,7496857,2084758,353233,39753,81937,0,0,29356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209513,53134,0,0,0,2413450,0,42261,1779948,1172554,1028398,71872,8775,2281599,515,3782200,1298951,0,927913,197277,619739,1481742,79809,2378567,52,3412194,9760469,6286585,2570588,3272223,21889865,153,2295660,1282023,1185461,392235,523984,3383703,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232784,0,0,232784,1,0,0,0,0,0,0,0,0,1845023,200000,5336684,7487029,18,1488,0,79300,0,0,79300,1,0,0,0,0,0,0,0,20054507,361153,0,25925774,7693791,105322,0,0,0,0,20000000,-35105,0,0,0,0,180241599,192718,0,0,0,0,37700,704488021,0,0,0,0,1193,17543706,0,198119187,6577024,792215,655535907,36347116,650319454,326374773,1013041343,0,0,4,590233
53,9/30/2025 0:00:00,33,Subm,9459000,0,12443365,1500000,0,80000,0,0,0,0,0,6357685,0,36271,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16571,0,0,9886,41608,38307,11002,0,90917,18,0,46638,0,0,0,0,0,0,0,0,0,0,0,50807,0,50807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104817,0,0,187369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986833,0,0,0,0,0,0,0,0,0,0,0
60,9/30/2025 0:00:00,35,Subm,11354000,0,65483559,55065167,5694328,5873864,0,0,875600,0,0,21195735,0,282890,30666,122781,15500,0,1494,76954,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,2079,0,0,0,0,0,0,34369,0,2163,206744,82563,132661,85720,0,300944,92,21187,646154,0,163295,116791,89161,21975,93827,321754,25,0,161709,0,47574,0,209283,3,946195,177080,160685,0,299914,637679,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242016,2163,0,3778778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,40278834,0,0,0,0,0,0,0,15455729,0,0,0,0,0,0,0,0,0,0,0
77,9/30/2025 0:00:00,41,WISE,0,0,53468432,31139895,619500,1394863,0,521100,105314,0,0,3099995,3200217,130690,27616,2071,2485,0,0,0,17520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174649,0,0,0,0,0,0,0,0,0,0,61014,26803,4921,0,0,31724,8,48856,247886,0,42232,0,0,0,0,0,0,0,0,0,0,0,0,0,13610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35158,0,0,35158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323545,22345,0,79723,35158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1650171,0,0,0,0,0,0,0,5835123,-710,0,0,0,0,0,0,0,0,0,0
79,9/30/2025 0:00:00,43,Subm,3475000,0,58971975,105641866,351500,355950,0,0,0,0,0,19291410,49411784,923861,316689,231765,72738,0,0,70030,9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4492,0,19,491657,127888,37054,0,0,231185,57525,82600,2404,0,142529,21,221602,150331,0,9698,8929,0,0,4673,13602,3,25614,0,56390,0,0,56390,1,68540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490638,0,490638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5412,0,0,0,0,0,0,475441,0,89324,636336,490638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9689,280855380,0,0,0,0,699,3615468,0,21827936,0,0,67912442,0,35512690,0,35512690,0,0,1,12642
82,9/30/2025 0:00:00,46,Subm,245000,0,61208073,30158931,1913759,1913759,0,0,306635,0,0,11100286,7322210,78675,17687,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5987,0,0,17763,10591,9714,0,0,20305,3,15338,149655,0,0,0,0,0,0,0,0,0,0,0,401538,880395,1281933,5,335286,0,82642,0,72732,155374,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181571,4057,401538,1644452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3417,47008324,0,0,0,0,0,0,0,9327775,0,0,0,0,0,0,0,0,0,0,0
90,9/30/2025 0:00:00,49,Subm,2944000,0,3963964,0,86613,146885,0,0,0,0,0,52918,0,15961,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610,4697,7633,0,0,12330,4,0,19337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24034,0,0,62179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237854,568,0,0,0,0,0,0,0,0,0,0
98,9/30/2025 0:00:00,54,Subm,0,0,1174290,5830000,0,15800,0,0,0,0,0,73149,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371746,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2025 0:00:00,57,Subm,34588000,0,40718349,7136505,0,239307,0,0,0,0,0,3316188,0,114870,21876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,0,0,38796,13795,41271,7417,1538,64021,12,0,35763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290,0,0,7290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51631,159324,0,316970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,3996399,0,0,0,0,42,518965,0,1712627,0,0,0,0,0,0,0,0,0,0,0
108,9/30/2025 0:00:00,58,Subm,26174922,0,27468818,1400000,300000,551621,0,0,0,0,0,129562,0,2462,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,4065,4673,11007,0,0,15680,3,0,13288,0,0,0,8518,0,0,8518,1,0,26560,1489,0,11764,39813,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962865,0,0,0,0,0,0,0,0,0,0,0
110,9/30/2025 0:00:00,59,Subm,2980000,0,5537092,0,0,0,0,0,0,0,0,8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604130,0,0,0,0,0,0,0,0,0,0,0
119,9/30/2025 0:00:00,62,WISE,0,0,6179994,69833830,56800,148908,0,0,0,0,0,3943443,0,41482,15045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9575,0,0,7219,3731,7953,4169,0,15853,18,20188,0,0,0,0,0,0,0,0,0,0,0,5300,0,0,5300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33494,0,0,29608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,79729,0,0,0,0,0,0,0,332123,0,0,0,0,0,0,0,0,0,0,0
120,9/30/2025 0:00:00,63,Subm,0,0,9488755,39004000,312775,513575,0,176133,0,0,0,910784,0,160555,44796,0,0,0,125763,0,23326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129198,61430,90675,0,0,152105,16,0,89402,0,0,0,0,0,0,0,0,0,183084,0,0,0,183084,1,48667,0,79774,189969,0,269743,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333916,32076,0,474236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,7681691,0,0,0,0,0,0,0,3679486,0,0,0,0,0,0,0,0,0,0,0
132,9/30/2025 0:00:00,69,Subm,833633,0,982164,0,0,3333,0,0,0,0,0,2117,0,1171,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37386,0,0,0,0,0,0,0,0,0,0,0
135,9/30/2025 0:00:00,70,Subm,28271000,0,35591170,17499984,115600,577279,0,0,0,0,0,805150,0,42712,4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11442,0,0,329,248,9546,0,5443,15237,7,16714,5405,0,6675,5085,0,72128,50409,127622,8,38606,0,61058,0,0,61058,2,46855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38894,67627,0,330438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,5824403,0,0,0,0,82,1298929,0,3238922,0,0,0,0,0,0,0,0,0,0,0
138,9/30/2025 0:00:00,72,Subm,0,0,3321759,9833279,0,72987,0,0,22458,0,0,164386,0,19589,2566,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,9134,4718,0,0,0,4718,4,0,217437,0,0,0,0,0,0,0,0,59531,0,21099,0,0,21099,1,49757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,17404160,22,2226146,0,0,0,0,0,1424771,0,0,0,0,0,0,0,0,0,0,0
