"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
64991,9/30/2025 0:00:00,19219,0,0,0,0,10265664,24759,0,12489900,0,10265664,24759,0,0,0,0,0,0,0,0,0,62025,0,0,0,0,0,0,0,0,296313,0,221106,0,0,0,0,0,0,0,0,0,0,0,30958,0,0,0,0,0,0,0,0,149984,59,17724,88037,14748,8146,83006,0,356,0,0,4275,13503,2031735,6208,0,2026778,0,0,0,0,205776,103740,0,0,0,0,34,869,0,1679,0,63,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,517419,0,51298,26701,0,147178,0,0,1100,0,0,0,0,0,0,0,272070,2494662,0,0,0,0,0,0,0,0,0,0,2136313,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64999,9/30/2025 0:00:00,19227,0,0,0,0,10797378,239074,0,11883424,0,10797378,239074,0,0,0,0,0,0,0,0,0,72025,0,0,0,0,0,0,0,0,319545,0,90364,0,0,0,0,0,0,0,0,0,0,0,37095,0,0,0,0,0,0,0,0,171515,8363,20337,28238,22483,2646,80735,0,0,0,0,12150,9703,2396419,0,0,1040198,0,0,0,0,0,703151,0,0,0,47203,62,392,16,1080,0,25,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,409909,0,84298,58685,0,76334,0,7117,26701,0,0,0,0,0,0,0,74657,558563,0,0,0,0,0,0,0,0,0,0,1204345,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65003,9/30/2025 0:00:00,19231,0,0,0,0,109468161,1666899,873424,125731670,0,109468161,1666899,873424,0,0,0,89,0,0,0,0,102024,0,0,0,0,0,0,0,0,3517136,0,846108,0,0,0,0,0,0,0,0,0,0,0,245636,0,0,0,0,0,0,0,0,1251704,28770,166109,826341,85859,235374,52663,0,0,0,0,26120,21295,14518505,0,0,7946682,0,0,0,0,3276876,2729077,0,0,0,0,1237,3886,174,7302,291,245,13135,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,4363244,0,900227,1696626,0,845559,0,277560,0,0,0,0,0,0,0,0,690465,4371710,0,0,0,0,0,0,0,0,-971048,0,13051784,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12999684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65013,9/30/2025 0:00:00,19241,0,0,0,0,81474321,1798760,1280695,97970596,0,81474321,1798760,1280695,0,0,0,48,0,0,0,0,32025,0,0,0,0,0,0,0,0,1325300,0,1152726,0,0,0,0,0,0,0,0,0,0,0,434966,0,0,0,0,0,0,0,0,903339,1492,118866,380164,10681,241179,75296,0,0,0,0,15779,245364,9347578,0,0,6257076,0,0,0,0,1868317,4011266,0,0,0,0,693,4044,303,9884,0,75,14999,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,2478026,0,559578,445389,0,572450,0,0,13959,0,0,0,0,0,0,0,1811613,9800203,0,0,0,0,0,0,0,0,0,0,12893309,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65039,9/30/2025 0:00:00,19267,0,0,0,0,4314999,0,0,5589245,0,4314999,0,0,0,0,0,0,0,0,0,0,92024,0,0,0,0,0,0,0,0,230308,0,41921,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,108330,182,3787,14410,0,3559,24947,0,0,0,0,1780,8172,2477984,0,0,1313883,0,0,0,0,0,180695,0,0,0,0,5,0,0,693,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,272229,0,13749,31989,0,73476,0,0,0,0,0,0,0,0,0,0,0,1336073,0,0,0,0,0,0,0,0,0,0,1273472,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65040,9/30/2025 0:00:00,19268,0,0,0,0,2284839,0,0,4401544,0,2284839,0,0,0,0,0,0,0,0,0,0,102024,0,0,0,0,0,0,0,0,121922,0,45534,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,55161,3176,5570,14227,2191,2107,252,0,0,0,0,1673,2727,1246976,0,0,852404,0,0,0,0,0,25920,0,0,0,0,13,0,0,372,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,167456,0,385,23700,0,57057,11633,25522,0,0,0,0,0,0,0,0,0,707342,0,0,0,0,0,0,0,0,0,0,2113512,4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65046,9/30/2025 0:00:00,19274,0,0,0,0,25747835,220429,167843,29339677,0,25747835,220429,167843,0,0,0,280,0,0,0,0,92024,0,0,0,0,0,0,0,0,595827,0,342346,0,0,0,0,0,0,0,0,0,0,0,55848,0,0,0,0,0,0,0,0,295515,8551,26377,83493,28111,68284,211215,0,40,0,0,8469,20099,6091532,0,0,2406751,0,0,0,0,247408,524635,0,0,0,0,43,768,28,1805,6,76,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,938173,0,122212,35694,0,246999,0,22306,3540,0,0,0,0,0,0,0,231770,3583323,0,0,0,0,0,0,0,0,0,0,3053638,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32657,0,0,0,0,0,0,0,0,0,1115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65059,9/30/2025 0:00:00,19287,0,0,0,0,64852136,2757034,0,79680275,0,64852136,2757034,0,0,0,0,21,0,0,0,0,62025,0,0,0,0,0,0,0,0,2222354,0,334360,0,0,0,0,0,0,0,0,0,0,0,109673,0,0,0,0,0,0,0,0,1127991,19858,207030,326274,96143,50522,169892,0,0,0,0,9961,34760,3038873,0,0,2507289,0,0,0,0,253294,231736,0,0,0,165499,609,1279,28,3958,0,117,5991,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,2556714,0,320860,610991,0,193113,0,438,0,0,0,0,0,0,0,0,317439,4320899,0,0,0,0,0,0,0,0,0,0,11474631,1440,0,3674205,0,915899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4661038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65062,9/30/2025 0:00:00,19290,0,0,0,0,241085,0,0,354971,0,241085,0,0,0,0,0,1,0,0,0,0,122024,0,0,0,0,0,0,0,0,8064,0,1741,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4995,0,0,1096,0,0,0,0,0,0,0,658,98,234673,0,0,0,0,0,0,0,0,6912,0,0,0,0,0,0,0,103,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9825,0,20,425,0,2573,0,0,425,0,0,0,0,0,0,0,0,39098,0,0,0,0,0,0,0,0,0,0,112901,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65063,9/30/2025 0:00:00,19291,0,0,0,0,214063710,164469,56875,240191019,0,214063710,164469,56875,0,0,0,80,0,0,0,0,92024,0,0,0,0,0,0,0,0,7044932,0,1655518,0,0,0,0,0,0,0,0,0,0,0,349917,0,0,0,0,0,0,0,0,2906926,66617,237155,1126742,196813,504540,833091,0,0,0,0,10800,64290,36350247,0,0,23635126,0,0,0,0,8406555,4069194,0,0,0,0,423,9096,0,18312,76,915,28822,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,8700450,0,2162429,2472165,0,1993216,0,0,147830,0,0,0,0,237462923,0,0,1294614,28109031,0,0,0,0,0,0,0,0,0,0,24707828,1040,0,0,0,40156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,16774463,0,0,0,0,0,0,0,0,0,32536628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65071,9/30/2025 0:00:00,19299,0,0,0,0,18285845,852315,6675,22065410,0,18285845,852315,6675,0,0,0,4,0,0,0,0,52025,0,0,0,0,0,0,0,0,521161,0,214385,0,0,0,0,0,0,0,0,0,0,0,48282,0,0,0,0,0,0,0,0,250625,5403,52553,135419,57993,19561,229879,0,0,0,0,5625,5849,1483356,0,0,1115371,0,0,0,0,205132,474718,0,0,273761,0,236,888,9,1832,0,7,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,735546,0,344369,124040,0,134627,0,0,20677,0,0,0,0,0,0,0,266836,4032798,0,0,0,0,0,0,0,0,0,0,2859657,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65078,9/30/2025 0:00:00,19306,0,0,0,0,707849249,16218969,163856,865341850,0,707849249,16218969,163856,0,0,0,254,0,0,0,0,122024,0,0,0,0,0,0,0,0,30966780,0,2836100,0,0,0,0,0,0,0,0,0,0,0,1877052,0,0,0,0,0,0,0,0,15702817,259866,1400796,5588520,2366421,3342906,2707889,0,2140,0,0,83700,212891,158480651,5965066,0,37383480,0,0,0,0,29720884,11361654,0,0,0,0,2798,36073,802,61755,1336,2724,105488,0,0,0,0,0,0,0,0,0,0,0,0,0,183,4,0,0,0,0,0,0,33802880,0,13113371,6638973,0,6454332,0,123518,51313,0,0,0,0,0,0,0,8615975,26053645,0,0,0,0,0,0,0,0,0,0,109294704,1263,0,29115455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,4711319,0,0,0,0,0,20000000,0,0,20000000,179955525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65082,9/30/2025 0:00:00,19310,0,0,0,0,193435729,4697805,2175567,226294773,0,193435729,4697805,2175567,0,0,0,80,0,0,0,0,62025,0,0,0,0,0,0,0,0,6989631,0,1440633,0,0,0,0,0,0,0,0,0,0,0,402508,0,0,0,0,0,0,0,0,2474419,96000,282554,663693,397837,108128,1169419,0,0,0,0,12888,86976,42562027,2135873,0,25765992,0,0,0,0,3504848,5508180,0,0,0,45926,1315,7483,493,11972,1975,1032,24270,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,8430264,0,1415290,2155774,0,1522955,0,500000,0,0,0,0,0,0,0,0,1549615,15940114,0,0,0,0,0,0,0,0,0,0,26016333,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,38146850,0,0,0,0,0,0,0,0,0,56283445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65085,9/30/2025 0:00:00,19313,0,0,0,0,9200651,0,0,10636656,0,9200651,0,0,0,0,0,4,0,0,0,0,92024,0,0,0,0,0,0,0,0,225073,0,165993,0,0,0,0,0,0,0,0,0,0,0,54121,0,0,0,0,0,0,0,0,108272,0,6466,99575,1641,3937,5535,0,4093,0,0,3063,853,2173949,592,0,1753927,0,0,0,0,0,579743,0,0,0,0,10,529,4,1557,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,391120,0,56059,10911,0,202833,0,30300,0,0,0,0,0,0,0,0,190302,945528,0,0,0,0,0,0,0,0,0,0,1423618,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65088,9/30/2025 0:00:00,19316,0,0,0,0,413129696,9976032,1054610,471411091,0,413129696,9976032,1054610,0,0,0,47,0,0,0,0,62025,0,0,0,0,0,0,0,0,12752897,0,3557803,0,0,0,0,0,0,0,0,0,0,0,1786838,0,0,0,0,0,0,0,0,5646716,172116,640691,1835980,484614,660317,1761763,0,11594,0,0,34875,41782,55164213,0,0,12517170,0,0,0,0,8667774,7844119,0,0,0,51691,4766,17608,1224,33162,511,1507,58778,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,0,0,0,0,0,0,16310700,0,3932407,4961152,0,3480456,0,563775,0,0,0,0,0,0,0,0,5133947,38814796,0,0,0,0,0,0,0,0,0,0,43561387,924,0,3826849,0,32842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,49570609,0,0,0,0,0,0,0,0,0,78356118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65090,9/30/2025 0:00:00,19318,0,0,0,0,7676322,1493940,0,12566156,0,7676322,1493940,0,0,0,0,22,0,0,0,0,92023,0,0,0,0,0,0,0,0,273252,0,220007,0,0,0,0,0,0,0,0,0,0,0,29603,0,0,0,0,0,0,0,0,189664,0,85459,73077,0,5291,3689,0,0,0,0,0,520,2464509,0,0,1140077,0,0,0,0,0,751670,0,0,0,0,76,642,27,1488,143,65,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,493259,0,29603,56842,0,82228,0,0,1904,0,0,0,0,0,0,0,151769,1243793,0,0,0,0,0,0,0,0,0,0,3298310,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65091,9/30/2025 0:00:00,19319,0,0,0,0,504389,0,0,582051,0,504389,0,0,0,0,0,2,0,0,0,0,122024,0,0,0,0,0,0,0,0,18132,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083,0,1890,1201,0,0,3261,0,0,0,0,2000,818,205366,0,0,13884,0,0,0,0,0,0,0,0,0,19,0,0,0,313,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18189,0,19,0,0,6955,0,0,0,0,0,0,0,0,0,0,0,117943,0,0,0,0,0,0,0,0,0,0,77517,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65111,9/30/2025 0:00:00,19339,0,0,0,0,3536680,111785,57373,4509591,0,3936680,111785,57373,0,0,0,3,0,0,0,0,62025,0,0,0,0,0,0,0,0,196714,0,9351,0,0,0,0,0,0,0,0,0,0,0,24207,0,0,0,0,0,0,0,0,100877,371,22022,55896,976,14537,29456,0,0,0,0,278,371,854042,38742,0,851560,0,0,0,0,433270,207619,0,0,0,0,64,313,0,623,0,28,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,206065,0,40253,39081,0,-51443,0,27183,0,0,0,0,0,0,0,0,52657,330656,0,0,0,0,0,0,0,0,0,0,386690,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,181796,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65136,9/30/2025 0:00:00,19364,0,0,0,0,539566,0,0,650387,0,539566,0,0,0,0,0,4,0,0,0,0,122024,0,0,0,0,0,0,0,0,27297,0,4999,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,14413,0,0,3690,0,35,2852,0,0,0,0,380,313,262658,0,0,131439,0,0,0,0,0,15746,0,0,0,0,0,0,0,233,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32296,0,450,2519,0,3544,0,0,0,0,0,0,0,0,0,0,0,89075,0,0,0,0,0,0,0,0,0,0,110506,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65150,9/30/2025 0:00:00,19378,0,0,0,0,76280159,2494085,1033508,97804172,0,76280159,2494085,1033508,0,0,0,19,0,0,0,0,62025,0,0,0,0,0,0,0,0,3302856,0,601378,0,0,0,0,0,0,0,0,0,0,0,161531,0,0,0,0,0,0,0,0,1182065,13207,259705,226798,47559,124699,555357,0,0,0,0,18111,58267,16409453,650267,0,7214268,0,0,0,0,2850169,1675627,0,0,0,52098,771,2946,124,6745,0,455,11041,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3904234,0,789303,915170,0,1081599,0,0,0,0,0,0,0,0,0,0,765419,11518663,0,0,0,0,0,0,0,0,0,0,17288396,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15290154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65155,9/30/2025 0:00:00,19383,0,0,0,0,10866434,0,0,13279546,0,10866434,0,0,0,0,0,4,0,0,0,0,42025,0,0,0,0,0,0,0,0,346502,0,173672,0,0,0,0,0,0,0,0,0,0,0,7211,0,0,0,0,0,0,0,0,245201,2159,0,16136,0,4853,51022,0,0,0,0,3843,7507,2916265,0,0,3276241,0,0,0,0,0,1089979,0,0,0,0,0,0,0,2138,0,0,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,520174,0,44213,24498,0,181584,806,0,0,0,0,0,0,0,0,0,1132,900425,0,0,0,0,0,0,0,0,0,0,2413340,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
