"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
62426,9/30/2025 0:00:00,16693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339198453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,151181081,0,0,1538346,641957,22170408,5200342,1538824,131885448,0,0,0,0,0,3089274,0,991,0,0,0,0,0,123172,0,1427816,0,0,0,0,0,0,0,0,0,0,0,0,0,23052,9361,22,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,5000000,5000000,0,0,0,0,0,0,0,0,0,946765,0,135258,0,0,401,1344985,0,1439382,152822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16112476,0,0,0,0,0,0,0,0,16112476,654976669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62429,9/30/2025 0:00:00,16695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142771,0,50,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,12,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332507,0,0,0,0,0,0,0,0,332507,5225726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62431,9/30/2025 0:00:00,16697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27001488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246000,0,0,0,12785245,0,0,295966,37360,2206900,3774004,1629132,9383995,0,0,0,0,0,734645,0,328,0,0,0,0,0,18981,0,312076,0,0,0,0,0,0,0,0,0,0,0,0,0,950,1697,19,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7495043,0,4234778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16664,0,0,0,0,4,24153,0,40446,14512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7472668,0,0,0,0,0,0,0,0,7472668,93458252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62432,9/30/2025 0:00:00,16698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22956607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6246618,0,0,0,0,0,0,0,0,0,0,0,0,0,751386,0,47,0,0,0,0,0,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,82,31,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29203226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62433,9/30/2025 0:00:00,16699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192488,0,0,0,0,0,0,0,0,0,0,0,0,13354015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105612,0,0,0,0,0,764632,59658,0,0,0,0,0,0,58874,0,72,0,0,0,0,0,3508,0,67776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,2,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575304,0,0,0,0,0,0,0,0,575304,24830400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62438,9/30/2025 0:00:00,16704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19748,0,0,0,0,0,0,0,0,0,0,0,0,13163534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,747000,0,0,3838823,0,0,332972,241476,961498,3134689,2822958,0,0,0,0,0,0,581801,0,161,0,0,0,0,0,3179,0,7397,0,0,0,0,0,0,0,0,0,0,0,0,0,338,290,13,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804,0,5821,0,0,4,9222,0,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27728,0,0,0,0,0,5,0,0,27733,26867168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62441,9/30/2025 0:00:00,16707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26356,0,15,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62446,9/30/2025 0:00:00,16712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30702982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10141621,0,0,10039,0,220655,3270523,183403,3264689,0,0,0,0,0,111271,0,302,0,0,0,0,0,16061,0,144103,0,0,0,0,0,0,0,0,0,0,0,0,0,336,749,9,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8204,0,0,0,0,5,8554,0,6400,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130321,0,0,0,0,0,0,0,0,1130321,55052450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62452,9/30/2025 0:00:00,16718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28748653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613689,0,0,1236056,0,3326051,5241584,0,0,0,0,0,0,0,1268506,0,392,0,0,0,0,0,9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,531,30,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,5,5194,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3373033,0,0,0,0,0,0,0,0,3373033,47684942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62471,9/30/2025 0:00:00,16737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953575,0,0,0,0,0,0,0,0,0,0,0,0,0,462961,0,79,0,0,0,0,0,2721,0,254130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,18,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14453569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62474,9/30/2025 0:00:00,16740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192778,112117,225911,0,0,0,0,0,0,0,0,0,0,342071824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6987046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130000,0,2810000,0,0,0,0,0,514587318,0,0,6975239,3649513,76201376,34620747,7255474,361975516,0,0,0,0,0,1712739,0,1286,0,0,0,0,0,257851,0,15993509,0,0,0,0,0,0,0,0,0,0,0,0,0,32812,12698,46,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628896,0,276046,0,0,298,1300030,0,1584487,288994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139211943,0,0,0,0,0,0,0,0,139211943,1616022705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62482,9/30/2025 0:00:00,16748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4566576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062902,0,0,0,0,0,1236190,0,1624754,0,0,0,0,0,246545,0,47,0,0,0,0,0,2205,0,50865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,11,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611385,0,0,0,0,0,0,0,0,1611385,10753253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62484,9/30/2025 0:00:00,16750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66197207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,11060000,3610000,0,0,62528724,0,0,543729,5452,8829640,27155488,1402763,11742308,0,0,0,0,0,1116414,0,236,0,0,0,0,0,32492,0,1906056,0,0,0,0,0,0,0,0,0,0,0,0,0,2972,5137,18,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1888473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125120,0,0,0,0,24,166009,0,118904,21135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12610771,0,0,0,0,0,0,0,0,12610771,228244340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62486,9/30/2025 0:00:00,16752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996154,0,0,0,0,0,0,0,0,172341,0,0,0,0,0,0,0,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62447,0,0,0,0,0,0,0,0,62447,7834392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62497,9/30/2025 0:00:00,16760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20585184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4378500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9167247,0,0,16972,0,2900662,831734,489442,7828939,0,0,0,0,0,24366,0,112,0,0,0,0,0,10477,0,38232,0,0,0,0,0,0,0,0,0,0,0,0,0,422,1121,1,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933700,0,0,0,0,0,0,0,0,0,0,0,0,0,12318,0,1980,0,0,10,37840,0,12068,8993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851303,0,0,0,0,0,0,0,0,851303,43124175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62500,9/30/2025 0:00:00,16762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23539651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217474,0,0,0,0,0,0,0,0,20880,0,40662,0,0,0,0,0,2614,0,101612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179825,0,0,0,0,0,0,0,0,179825,24577300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62502,9/30/2025 0:00:00,16764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79466,0,0,0,0,0,0,0,0,0,0,0,0,4046993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900714,0,0,0,0,906825,0,0,0,0,0,0,0,0,837545,0,81,0,0,0,0,0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8745567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62504,9/30/2025 0:00:00,16766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336142214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10715040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,20000000,0,0,0,0,0,0,316544756,0,0,4175717,620894,43297895,47523271,4162946,393343747,0,0,0,0,0,4135030,0,5411,0,0,0,0,0,175864,0,2154755,0,0,0,0,0,0,0,0,0,0,0,0,0,11494,6335,17,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121953896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225009,0,61964,0,0,80,348848,0,724566,93729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88587108,0,0,0,0,0,0,0,0,88587108,1295379184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62508,9/30/2025 0:00:00,16770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276205,0,0,0,0,0,0,0,0,0,0,0,0,10145728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7487636,0,0,102285,0,1728436,147289,3298,19087860,0,0,0,0,0,412700,0,59,0,0,0,0,0,7646,0,53048,0,0,0,0,0,0,0,0,0,0,0,0,0,382,226,19,32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13353834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15107,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591511,0,0,0,0,0,0,0,0,3591511,40636681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62509,9/30/2025 0:00:00,16771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872391,0,0,0,0,0,0,0,0,0,0,0,0,280158121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850000,3000000,3153595,0,0,0,0,0,258327661,0,0,4185064,471470,28957242,23882803,1690579,192625611,0,0,0,0,0,1477865,0,1943,0,0,0,0,0,171628,0,848787,0,0,0,0,0,0,0,0,0,0,0,0,0,12023,12297,41,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30508018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228065,0,3977,0,712,107,401130,0,1015721,171283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44174755,0,0,0,0,0,0,0,0,44174755,1048316091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62514,9/30/2025 0:00:00,16776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119405059,0,0,0,0,0,0,0,0,0,0,0,0,1358352924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096976019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,225000000,225000000,0,44487,0,0,0,3147276441,0,0,68986313,10567459,439866629,671968652,22222438,4337975972,0,0,0,0,0,30399968,0,5804,0,0,0,0,0,1343789,0,11144680,0,0,0,0,0,0,0,0,0,0,0,0,0,117157,41542,29,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265881,0,0,0,0,0,0,0,11472662,0,0,0,0,0,0,0,0,0,0,0,0,0,1207331,0,0,0,0,456,1830038,0,3375740,804227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287819616,0,0,0,0,0,0,0,0,2287819616,10582955521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62536,9/30/2025 0:00:00,16796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5752056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749963,0,0,33413,10345,94008,496868,161569,630131,0,0,0,0,0,114185,0,97,0,0,0,0,0,3631,0,4317,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1013,2,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18963,0,15109,0,45334,18,88209,0,1226,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453971,0,0,0,0,0,0,0,0,1453971,13185741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
