"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
566,9/30/2025 0:00:00,290,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873632000,0,0,903578710,0,1573513448,0,0,0,190968077,0,0,0,0,170000000,0,0,2369965,2402344,0,0,5317365,5369014,0,0,308234810,290247619,0,0,313552175,295616633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245323,242152,0,0,0,0,0,316167463,298261129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356433,356433,0,0,34302227,34302227,34658660,2441502,0,0,0,0,2441502,34302227,356433,298261129,0,0,25330044,0,0,0,25330044,97899004,59022645,137146714,66062905,560067,360691335,0,0,0,0,0,0,0,0,97202,0,1202822,0,0,0,0,0,0,0,0,0,66019132,0,0,0,431060347,28542100,0,0,28542100,0,0,0,61777292,397825155,0,397825155,0,0,0,0,0,0,0,0,0,0,0,0,0
567,9/30/2025 0:00:00,291,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6179000,2924000,1745000,0,10848000,0,0,0,0,0,0,0,0,92100,92100,0,6179000,2924000,1745000,92100,10940100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574949,8709,0,0,8709,0,0,0,146768,1436890,0,1436890,0,0,0,0,0,0,0,0,0,0,0,0,0
577,9/30/2025 0:00:00,293,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,437,0,0,0,0,437,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108365,108101,0,0,108101,0,0,0,128981,2087485,0,2087485,0,0,0,0,0,0,0,0,0,0,0,0,0
594,9/30/2025 0:00:00,302,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29342505,0,0,0,0,0,0,0,1498882,1489356,0,0,20808413,20479859,0,0,80977035,80777515,0,0,101785448,101257374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746952,947773,0,0,0,0,0,0,0,0,0,0,746952,947773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4836682,4774058,0,0,0,0,0,108867964,108468561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5374744,5374744,5374744,0,248000,0,0,0,248000,5374744,0,108468560,0,0,1984620,0,0,0,1984620,38772763,13355486,33186765,30760910,0,116075924,0,-8948,0,-8948,0,878973,0,0,0,0,0,0,0,0,0,0,6749383,0,0,0,0,0,0,0,39848185,1543128,0,0,1543128,0,0,0,11079361,30311952,0,30311952,0,0,0,0,0,0,0,0,0,0,0,0,0
606,9/30/2025 0:00:00,307,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251800000,248800123,0,0,0,0,0,0,251800000,248800123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251800000,0,1028097,0,0,1000000,2028097,39000000,118328097,95500000,0,1000000,253828097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47539017,146684,0,0,146684,0,0,0,3365155,44320546,0,44320546,0,0,0,0,0,0,0,0,0,0,0,0,0
609,9/30/2025 0:00:00,309,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865000,210000,200000,0,0,3275000,0,0,0,0,0,0,0,0,50000,50000,2865000,210000,200000,0,50000,3325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748478,170324,0,0,170324,0,0,0,222785,2696017,0,2696017,0,0,0,0,0,0,0,0,0,0,0,0,0
613,9/30/2025 0:00:00,311,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9990125,9682610,1703275,1481744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12744000,12721241,0,0,22734125,1703275,1481744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,245000,0,0,0,735000,0,0,1481744,22734125,0,80505,0,0,0,80505,11135125,10404066,1671154,1821029,0,25031374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8629123,156712,0,0,156712,0,0,0,679316,8106519,0,8106519,0,0,0,0,0,0,0,0,0,0,0,0,0
616,9/30/2025 0:00:00,314,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350000,2356492,0,0,0,0,0,0,2350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850000,750000,0,0,0,2600000,0,0,0,2350000,0,0,0,0,108794,108794,3450000,1500000,0,0,108794,5058794,0,0,0,0,0,451476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5578747,452803,0,0,452803,0,0,0,312320,5719230,0,5719230,0,0,0,0,0,0,0,0,0,0,0,0,0
619,9/30/2025 0:00:00,316,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603237900,0,423853556,0,0,0,678602272,0,0,0,0,13500000,0,0,0,0,0,0,0,0,0,0,1636087,1636087,0,0,1636087,1636087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636087,1636087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636088,0,4540508,0,0,0,197047,4737555,5976456,128844,46887,24409,197047,6373643,0,0,0,0,0,0,0,0,0,0,2521,0,0,0,0,0,0,3000000,0,0,957181,0,112812352,0,241855449,49372085,0,0,49372085,0,0,0,13172437,278055097,1381148.75,276673948.25,0,0,0,0,0,0,0,0,0,0,0,0,0
620,9/30/2025 0:00:00,317,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747000,0,0,0,0,747000,0,0,0,0,0,0,0,0,48896,48896,747000,0,0,0,48896,795896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854161,159119,0,0,159119,0,0,0,145570,2867710,0,2867710,0,0,0,0,0,0,0,0,0,0,0,0,0
624,9/30/2025 0:00:00,321,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173337800,0,168799960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83807934,78245147,0,0,83807934,78245147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83807934,78245147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78245146,0,0,4841000,0,0,0,4841000,14939882,12642050,29930231,25573983,0,83086146,0,0,0,0,0,0,0,0,27388984,24882001,0,0,0,0,11000029,0,5226091,0,0,0,63832674,0,0,0,116899394,9892916,0,0,9892916,0,0,0,12551744,114240566,0,114240566,0,230850272,229958667,891605,0,0,78245147,78245147,0,0,0,0,0
640,9/30/2025 0:00:00,328,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,0,0,0,1050000,0,0,0,0,0,0,0,0,10548,10548,1050000,0,0,0,10548,1060548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070510,55627,0,0,55627,0,0,0,54999,1071138,0,1071138,0,0,0,0,0,0,0,0,0,0,0,0,0
644,9/30/2025 0:00:00,330,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805000,2728450,0,0,32296395,29437681,0,0,35101395,32166131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35101395,32166131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32166131,0,278648,0,0,0,0,278648,2622934,12797459,9759286,7265100,0,32444779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744414,405058,0,0,405058,0,0,0,1497797,14651675,0,14651675,0,0,0,0,0,0,0,0,0,0,0,0,0
649,9/30/2025 0:00:00,335,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17895163,17841266,0,0,17895163,17841266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12349000,12196517,0,0,0,0,0,0,12349000,17895163,17841266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038957,1038957,1038957,249000,500000,0,0,0,749000,1038957,0,17841266,12349000,0,30800,0,0,360765,391565,25811266,5158800,0,0,1399722,32369788,0,0,0,0,0,0,0,0,459283,0,0,0,0,0,550229,0,1000000,0,0,0,282200,0,0,0,23885543,829513,0,0,829513,0,0,0,721648,23993408,0,23993408,0,0,0,0,0,0,0,0,0,0,0,0,0
663,9/30/2025 0:00:00,341,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,466365,0,0,750000,729625,0,0,1407,1411,0,0,751407,731036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160000,4982024,0,0,0,0,0,0,6411407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242000,2240000,750000,0,0,4232000,0,0,0,6411407,0,0,0,0,79610,79610,2935407,5968000,1740000,0,79610,10723017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089471,23369,0,0,23369,0,0,0,181829,3931011,0,3931011,0,0,0,0,0,0,0,0,0,0,0,0,0
665,9/30/2025 0:00:00,342,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15324192,0,38671942,0,0,0,10483900,0,0,0,0,4900000,0,0,7739463,7723137,0,0,25460070,24964194,0,0,11401679,10857638,0,0,36861749,35821832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44601212,43544969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5193000,4172766,249000,0,0,9614766,0,0,43544969,0,0,703975,0,0,0,703975,24846508,18349933,5295012,5372257,0,53863710,0,0,0,0,0,0,0,4749644,14101287,15171352,0,0,0,0,0,0,0,0,0,0,11117693,0,0,0,28829506,2629321,0,0,2629321,0,0,0,2523765,28935062,0,28935062,0,0,0,0,0,0,0,0,0,0,0,0,0
687,9/30/2025 0:00:00,352,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4698809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078802,3439000,0,0,0,7517802,0,0,0,0,6466,313815,0,0,291081,611362,4085268,3752815,0,0,291081,8129164,0,0,-827,-827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10439351,679169,0,0,679169,0,0,0,1411280,9707240,0,9707240,0,0,0,0,0,0,0,0,0,0,0,0,0
690,9/30/2025 0:00:00,353,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56982306,55166759,0,0,0,0,0,0,56982306,55166759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56982306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30253000,4712000,0,0,0,34965000,0,0,0,56982306,0,0,0,0,1000000,1000000,67253000,15694306,5000000,4000000,1000000,92947306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23432616,174342,0,0,174342,0,0,0,1500636,22106322,0,22106322,0,0,0,0,0,0,0,0,0,0,0,0,0
716,9/30/2025 0:00:00,364,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309646,2258256,0,0,9818597,8908631,0,0,12128243,11166887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13885000,14138286,0,0,0,0,0,26013243,25305173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5726000,3228000,0,0,0,8954000,0,0,25305173,0,171605,0,0,0,278274,449879,11844285,14257184,4889530,3439779,278274,34709052,0,0,0,0,0,0,0,0,6760920,5011963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8725317,87504,0,0,87504,0,0,0,583229,8229592,0,8229592,0,0,0,0,0,0,0,0,0,0,0,0,0
761,9/30/2025 0:00:00,375,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14046962,0,29155173,0,0,0,7000000,0,0,0,0,6346000,0,0,0,0,53228460,52431954,0,0,0,0,0,0,53228460,52431954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53228460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109000,2737000,2984500,0,0,8830500,0,0,0,53228460,431927,425951,0,0,0,857878,15015927,16878796,21577227,9444888,0,62916838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,15102594,1481429,0,0,1481429,0,0,0,1674054,14909969,0,14909969,0,0,0,0,0,0,0,0,0,0,0,0,0
770,9/30/2025 0:00:00,378,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,991800,0,0,291580,286031,0,0,1291580,1277831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3227000,3209208,0,0,0,0,0,4518580,4487039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4858000,4962000,0,0,0,9820000,0,0,4487039,0,0,671472,0,0,0,671472,7012647,7954906,7991,2967,0,14978511,0,0,0,0,0,0,0,0,605224,0,0,0,0,538332,0,0,0,0,0,0,1304716,0,0,0,14094497,643450,0,0,643450,0,0,0,939710,13798237,0,13798237,0,0,0,0,0,0,0,0,0,0,0,0,0
785,9/30/2025 0:00:00,386,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12069000,24355645,17366120,0,0,53790765,0,0,0,1000000,3319006,0,0,0,0,3319006,15888006,24855645,17366120,0,0,58109771,0,0,0,0,0,650750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12665878,90909,0,0,90909,0,0,0,786704,11970083,0,11970083,0,0,0,0,0,0,0,0,0,0,0,0,0
794,9/30/2025 0:00:00,390,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17145000,17213297,0,0,0,0,0,0,17145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040000,4068000,465000,0,0,9573000,0,0,0,17145000,569431,1137055,0,0,584380,2290866,12299431,13830055,2295000,0,584380,29008866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18172700,215053,0,0,215053,0,0,0,1036208,17351545,0,17351545,0,0,0,0,0,0,0,0,0,0,0,0,0
795,9/30/2025 0:00:00,391,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997206,0,0,0,0,997206,0,0,0,0,0,0,0,0,0,0,997206,0,0,0,0,997206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753687,14000,0,0,14000,0,0,0,46646,721041,0,721041,0,0,0,0,0,0,0,0,0,0,0,0,0
798,9/30/2025 0:00:00,393,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475000,1475000,0,0,0,0,0,0,1475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690000,690000,0,0,0,1380000,0,0,0,1475000,0,1000,0,0,0,1000,1690000,1166000,0,0,0,2856000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812317,33624,0,0,33624,0,0,0,55976,789965,0,789965,0,0,0,0,0,0,0,0,0,0,0,0,0
