"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
1,9/30/2025 0:00:00,2,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420000,0,0,0,0,2420000,0,0,0,0,0,2361,0,0,0,2361,2420000,2361,0,0,0,2422361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445397,36214,0,0,36214,0,0,0,104562,1377049,0,1377049,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9/30/2025 0:00:00,7,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,11073378,10527321,0,0,0,0,0,0,11073378,10527321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10651587,10336523,0,0,0,0,0,21724965,20863844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108578,98027,0,0,0,206605,0,0,20863844,0,0,0,0,0,356993,356993,6158225,10878448,2085789,1947987,356993,21427442,0,6308,0,6308,0,0,0,0,3674685,1568634,0,0,1520102,14814,0,0,0,0,0,0,5454907,572698,0,0,25343079,2728610,0,0,2728610,0,0,0,2307112,25764577,0,25764577,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9/30/2025 0:00:00,11,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960585,2941238,0,0,498834,490533,0,0,0,0,0,0,498834,490533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,248000,0,0,0,0,0,0,3707419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000,325000,325000,11526625,6467000,0,0,0,17993625,325000,0,0,3707419,210300,0,0,0,0,210300,13728592,7702379,805373,0,0,22236344,0,0,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6491242,1168876,0,0,1168876,0,0,0,543791,7116327,0,7116327,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9/30/2025 0:00:00,12,Subm,0,0,0,50252707,0,0,0,0,0,0,0,0,0,0,320047266,0,0,159200743,0,406397499,0,0,0,0,0,0,0,0,49000000,0,0,0,0,0,0,0,0,0,0,175468,170674,0,0,175468,170674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175468,170674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100000,0,0,170674,0,0,5312892,10553954,0,0,15866846,213128,5370438,10553954,0,0,16137520,0,0,0,0,0,0,0,0,0,0,805687,2027785,0,0,0,0,0,0,0,0,0,0,0,0,102769917,3598347,0,0,3598347,0,0,0,9998880,96369384,0,96369384,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9/30/2025 0:00:00,14,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,3094000,245000,0,0,4189000,0,0,0,0,40341,0,0,0,0,40341,890341,3094000,245000,0,0,4229341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291295,42706,0,0,42706,0,0,0,80491,1253510,0,1253510,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9/30/2025 0:00:00,16,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7899000,7899000,0,0,7899000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7899000,2857,0,0,0,0,2857,6674857,1227000,0,0,0,7901857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198459,30588,0,0,30588,0,0,0,65179,3163868,0,3163868,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9/30/2025 0:00:00,17,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7672315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24736065,23330739,0,0,24736065,23330739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24736065,23330739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836015,2691316,3527331,3527331,42995000,0,0,0,0,42995000,3527331,0,23330739,0,15000000,168000,0,0,0,15168000,62826581,724045,15241812,6228632,0,85021070,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57697381,1583538,0,0,1583538,0,0,0,2605580,56675339,0,56675339,0,0,0,0,0,0,0,0,0,0,0,0,0
26,9/30/2025 0:00:00,19,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832000,4367000,6252000,0,0,13451000,0,0,0,0,111464,0,0,0,0,111464,2943464,4367000,6252000,0,0,13562464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267526,52249,0,0,52249,0,0,0,182886,2136889,0,2136889,0,0,0,0,0,0,0,0,0,0,0,0,0
28,9/30/2025 0:00:00,21,Subm,0,0,0,1399441,0,0,0,0,0,0,0,0,0,0,465285456,0,0,366893912,0,527922440,0,0,0,35034811,0,0,0,0,114681753,0,0,0,0,0,0,0,0,0,0,34217868,25279098,0,0,34217868,25279098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34217868,25279098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25279098,0,0,18241959,0,36300000,0,54541959,0,18241959,10598608,50980490,0,79821057,0,-5345753,0,-5345753,0,10811937,0,0,0,0,2282033,0,0,0,0,0,0,0,9500000,0,0,0,0,0,132699509,21034571,0,0,21034571,0,0,0,11440913,142293167,0,142293167,0,0,0,0,0,0,0,0,0,0,0,0,0
42,9/30/2025 0:00:00,29,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200000,10200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14134000,14134000,0,0,0,0,0,0,24334000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18148000,10937000,0,0,0,29085000,0,0,0,24334000,0,0,0,0,66000,66000,26254000,23616000,3549000,0,66000,53485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17120931,461319,0,0,461319,0,0,0,1176055,16406195,0,16406195,0,0,0,0,0,0,0,0,0,0,0,0,0
47,9/30/2025 0:00:00,30,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9245000,14693000,1684000,0,0,25622000,0,0,0,0,0,0,0,0,0,0,9245000,14693000,1684000,0,0,25622000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920421,113239,0,0,113239,0,0,0,488214,6545446,0,6545446,0,0,0,0,0,0,0,0,0,0,0,0,0
48,9/30/2025 0:00:00,31,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050000,4919455,0,0,0,0,0,0,5050000,4919455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997000,986074,0,0,0,0,0,0,6047000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788000,10536000,2790000,0,0,18114000,0,0,0,6047000,0,0,0,0,155000,155000,6035000,14836000,3290000,0,155000,24316000,0,0,0,0,0,0,0,0,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13506000,315681,0,0,315681,0,0,0,492260,13329421,0,13329421,0,0,0,0,0,0,0,0,0,0,0,0,0
51,9/30/2025 0:00:00,32,Subm,0,0,0,17045081,0,0,0,0,0,0,0,0,0,0,11551374,0,0,2141069484,0,276043690,0,0,0,0,0,0,0,0,250000000,0,0,0,0,2938755,2913360,0,0,200144655,190429978,820985447,683207924,203083410,193343338,820985447,683207924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772518,725026,0,0,0,0,0,0,941966,926427,0,0,1714484,1651453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203083410,822699931,684859377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7305867,1193296,0,8499163,8499163,0,0,0,0,0,0,8499163,0,684859377,203083411,0,19180302,0,0,396162,19576464,94896135,147356370,176524802,470341568,26899540,916018415,0,0,35197,35197,0,44331790,0,0,1139780,0,0,0,0,0,0,0,16234306,8000000,6378574,0,0,0,0,0,838743543,71300755,0,0,71300755,0,0,0,195266445,714777853,0,714777853,0,783522914,761579553,4366937,17576424,0,896441950,309906618,576384716,1651453,0,8499163,0
53,9/30/2025 0:00:00,33,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1488295,0,0,0,0,0,0,1500000,1488295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7716000,1743000,0,0,0,9459000,0,0,0,1500000,0,0,0,0,80000,80000,8216000,2743000,0,0,80000,11039000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6099569,362604,0,0,362604,0,0,0,504502,5957671,0,5957671,0,0,0,0,0,0,0,0,0,0,0,0,0
60,9/30/2025 0:00:00,35,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23878470,0,26447472,0,0,0,18000000,0,0,0,0,0,0,0,10526718,10448975,0,0,7500000,7343250,0,0,40113190,37272942,0,0,47613190,44616192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58139908,55065167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6879000,4226000,249000,0,0,11354000,0,0,55065167,0,0,4662900,0,0,1210964,5873864,20738535,19470075,21633081,9240376,1210964,72293031,0,0,0,0,0,0,0,0,6204313,630887,504867,597144,0,0,0,0,0,0,0,0,0,0,0,0,56071913,4432400,0,0,4432400,0,0,0,5711333,54792980,0,54792980,0,0,0,0,0,0,0,0,0,0,0,0,0
77,9/30/2025 0:00:00,41,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11470879,0,11470879,0,0,0,0,0,0,0,0,0,0,0,2007270,1976990,0,0,1740510,1737509,0,0,26173440,24311530,0,0,27913950,26049039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510126,256766,0,0,0,0,0,0,0,0,0,0,510126,256766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130259,2857100,0,0,0,0,0,0,0,0,0,33561605,31139895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31139895,0,1394863,0,0,0,0,1394863,4247166,11724837,13069237,3493518,0,32534758,0,0,0,0,0,0,0,0,1636207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18410061,813159,0,0,813159,0,0,0,1784984,17438236,0,17438236,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9/30/2025 0:00:00,43,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263261413,0,0,0,0,0,0,0,0,0,0,0,0,0,11015934,10661446,0,0,38905898,36597667,0,0,46101002,41724118,0,0,85006900,78321785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17556124,15941204,0,0,735000,717431,0,0,0,0,0,114313958,105641866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380000,1095000,0,0,0,3475000,0,0,105641865,0,0,355950,0,0,0,355950,14224800,43789882,24709878,25614991,1133264,109472815,0,-99228,0,-99228,215000,13040870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92262375,3097084,0,0,3097084,0,0,0,7044397,88315062,0,88315062,0,0,0,0,0,0,0,0,0,0,0,0,0
82,9/30/2025 0:00:00,46,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9581794,0,9581794,0,0,0,1245582,0,19510000,0,0,0,0,0,7232960,7259820,0,0,10594000,10590962,0,0,79979,81345,0,0,10673979,10672307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12226804,12272759,0,0,12226804,17906939,17932127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,0,0,0,0,245000,0,0,17932127,12226804,0,0,1913759,0,0,1913759,18054432,11351060,2912198,0,0,32317690,0,0,0,0,0,0,0,0,4057,0,182125,0,0,0,0,0,0,0,0,0,0,0,0,0,41799481,2077449,0,0,2077449,0,0,0,2361654,41515276,0,41515276,0,0,0,0,0,0,0,0,0,0,0,0,0
90,9/30/2025 0:00:00,49,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199000,1745000,0,0,0,2944000,0,0,0,0,86613,0,0,0,60272,146885,1285613,1745000,0,0,60272,3090885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034766,65230,0,0,65230,0,0,0,27481,5072515,0,5072515,0,0,0,0,0,0,0,0,0,0,0,0,0
98,9/30/2025 0:00:00,54,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830000,5420534,0,0,5830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830000,0,0,0,0,15800,15800,2470000,3360000,0,0,15800,5845800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225994,19126,0,0,19126,0,0,0,99961,2145159,0,2145159,0,0,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2025 0:00:00,57,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7136505,7136505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7136505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6311000,17772000,10256000,249000,0,34588000,0,0,0,7136505,0,239307,0,0,0,239307,6808228,21250781,12588947,1315856,0,41963812,0,0,0,0,0,0,0,0,308473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12266668,137605,0,0,137605,0,0,0,607995,11796278,0,11796278,0,0,0,0,0,0,0,0,0,0,0,0,0
108,9/30/2025 0:00:00,58,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1014917,0,0,0,0,0,0,1400000,1014917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450000,10698000,8400000,1600000,26922,26174922,0,0,0,1400000,0,0,0,0,551621,551621,5450000,10698000,8400000,1850000,1728543,28126543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9049094,202890,0,0,202890,0,0,0,350105,8901879,0,8901879,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9/30/2025 0:00:00,59,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980000,0,0,0,0,2980000,0,0,0,0,0,0,0,0,0,0,2980000,0,0,0,0,2980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5781076,60199,0,0,60199,0,0,0,270019,5571256,0,5571256,0,0,0,0,0,0,0,0,0,0,0,0,0
119,9/30/2025 0:00:00,62,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92108,0,0,6753036,0,9004049,0,0,0,170993,0,0,0,0,0,0,0,0,0,0,0,16825843,15886410,0,0,51358274,46701508,0,0,68184117,62587918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13183,10462,0,0,0,0,0,0,0,0,0,0,13183,10462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629345,602197,0,0,6330272,6139218,0,0,500000,494035,0,75656917,69833830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69833830,0,0,148908,0,0,0,148908,2138682,23791988,15509810,25436081,3106177,69982738,0,0,0,0,0,2911591,0,0,79729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17218686,83168,0,0,83168,0,0,0,725104,16576750,0,16576750,0,0,0,0,0,0,0,0,0,0,0,0,0
120,9/30/2025 0:00:00,63,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,5000000,0,0,5000000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34004000,34004000,0,0,0,0,0,0,39004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39004000,513575,0,0,0,0,513575,19944575,16087000,3486000,0,0,39517575,0,0,0,0,0,0,0,0,247526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000461,451614,0,0,451614,0,0,0,1115052,10337023,0,10337023,0,0,0,0,0,0,0,0,0,0,0,0,0
