"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
8216,9/30/2025 0:00:00,3845,10/29/2025 11:18:10 PM,0,2416,0,611445,0,337931,337931,0,4203,2745,147,37,357614,6,134539,7095,0,0,0,0,0,0,0,182,500,0,2214,0,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12285,0,0,0,0,0,0,0,0,337931,0,0,0,20399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,0,0,0,0,3122,0,0,0,0,0,0,0,0,258107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,9/30/2025 0:00:00,3847,10/23/2025 10:30:44 PM,20028844,2347307,0,835942465,0,688743135,692959135,0,1629446,2047532,283361,18527,670490401,1857,132516695,5289528,0,0,0,0,0,0,0,39525,1915893,0,0,1782542,10251679,0,0,0,0,0,17,1522,1002,660,623,678304,68101,0,0,0,0,0,0,0,0,0,0,0,0,108456463,0,0,0,18651327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6321586,0,0,0,0,2636128,59657032,4216000,151865486,27037887,234086251,267814986,125739572,0,80311254,0,0,3676,0,0,0,0,0,0,0,0,0,1606203,0,110662,0,0,0,0,0,0,0,0,0,0,69671536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968170,251566,12220008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8229,9/30/2025 0:00:00,3851,10/21/2025 10:05:27 PM,1849872,100320,0,78123778,0,68252975,68252975,0,306663,31262,0,3610,48092514,667,13469372,457079,0,0,0,0,0,0,0,7825,87069,0,0,0,653434,0,0,0,0,0,0,1290,1049,499,549,191900,10913,0,0,0,0,0,0,0,0,0,0,0,0,37747794,623976,0,0,1943102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642199,0,0,0,0,847073,0,0,9696323,2271264,15140576,18052104,0,0,8117738,0,0,1294,0,0,0,0,0,0,0,0,0,138508,0,58217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101406,49772,1296206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8230,9/30/2025 0:00:00,3852,10/21/2025 10:14:00 PM,626121,149105,0,86972834,0,59604701,59604701,0,44944,50604,0,1540,60985513,203,8679047,168442,0,0,0,0,0,0,0,4126,8000,0,0,760146,881977,0,0,0,0,0,0,1750,1213,749,884,102643,135132,0,0,0,-553875,0,0,0,0,0,0,0,0,22868658,0,0,0,2733390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557215,0,0,0,0,813866,22100000,0,8531735,2672054,15640704,18356457,6538357,0,7816251,0,0,577,0,0,0,0,0,0,0,0,0,366437,0,10943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224774,34479,341438,0,0,0,0,0,1949983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,9/30/2025 0:00:00,3859,10/23/2025 10:07:24 PM,1609722,87074,0,66777267,0,61351939,61351939,0,174895,56368,0,2386,23176740,355,2536863,392502,0,0,0,0,0,0,0,6234,142210,0,0,46875,31148,0,0,0,0,0,0,1083,1027,346,440,229877,56379,0,0,0,304330,4503,0,0,0,0,0,0,0,38760829,0,0,0,1988037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569585,0,0,0,0,386761,500000,0,17926588,598388,2324636,2583506,1478125,0,5084231,0,0,438,0,0,0,0,0,0,0,0,0,483797,0,18480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38820,47854,1294350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8255,9/30/2025 0:00:00,3861,11/5/2025 10:01:29 PM,0,0,0,2198443,0,1940411,1940411,0,7309,19396,0,149,1379128,28,219152,33331,0,0,0,0,0,0,0,403,436,0,0,0,23439,0,0,0,0,0,0,0,1200,500,500,17132,1176,0,0,0,8736,0,0,0,0,0,0,0,0,1451322,52825,0,0,22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20156,0,0,0,0,390,0,0,0,0,489089,489089,0,0,193751,0,0,59,0,0,0,0,0,0,0,0,0,149231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8261,9/30/2025 0:00:00,3866,11/10/2025 10:02:44 PM,0,87041,0,27036992,0,23873392,23873392,0,0,0,0,669,20487387,50,1967233,0,0,0,0,0,0,0,0,1902,6000,0,0,75,123313,0,0,0,0,0,0,1254,1573,540,773,994,4813,0,0,0,0,196,0,0,0,0,0,0,0,13639759,0,0,0,725812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232079,0,0,0,0,69781,0,0,5891289,811676,2973871,3249060,281412,0,3093819,0,0,87,0,0,0,0,0,0,0,0,0,258993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34088,40331,489221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8290,9/30/2025 0:00:00,3877,11/3/2025 12:49:29 PM,5796831,486203,0,217958926,0,200568726,200617757,0,1108191,524283,90231,11739,137027717,2232,34749559,2165152,0,0,0,0,0,0,0,18849,101830,0,0,9,1093431,0,0,0,0,0,1,800,1230,551,632,711548,142308,0,0,0,194883,16002446,0,0,0,0,0,0,0,107009146,0,0,0,6786543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924352,0,0,0,0,977871,0,49031,51046571,6444482,18852925,20066080,0,0,19246863,0,0,4865,0,0,0,0,0,0,0,0,0,1627481,0,29486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401222,96056,1779879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8298,9/30/2025 0:00:00,3881,10/29/2025 10:37:41 PM,205385,38744,0,37069947,0,30184239,30184239,0,0,0,0,1605,15421412,330,4613475,12072,0,0,0,0,0,0,0,2328,10000,0,0,0,150512,0,0,0,0,0,0,990,1250,550,550,35977,13027,0,0,0,0,0,0,0,0,0,0,0,0,13751206,612727,0,0,1090107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284230,0,0,0,0,319160,0,0,7408545,580763,3266242,3268258,5175467,0,6401474,0,0,304,0,0,0,0,0,0,0,0,0,164814,0,26424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41255,0,1423214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,9/30/2025 0:00:00,3882,10/15/2025 10:04:24 PM,1024369,79262,0,114627775,0,95789172,98506172,0,114503,0,0,4282,67745657,866,24485696,300926,0,0,0,0,0,0,0,8644,75000,0,0,0,1045983,0,0,0,0,0,2,1225,1699,1175,1275,337538,26278,0,0,0,0,0,0,0,0,0,0,0,0,52482986,0,0,0,3498491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869828,0,0,0,0,857840,0,2717000,16258721,2804164,20082256,22835585,0,0,13395093,0,0,1422,0,0,0,0,0,0,0,0,0,648818,0,58739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271815,138515,2589256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8313,9/30/2025 0:00:00,3889,10/22/2025 10:19:15 PM,0,4225,0,15441626,0,13520006,14018031,0,20363,6302,25568,758,6601014,49,840839,57129,0,0,0,0,0,0,0,1755,200000,0,-16500,0,79548,0,0,0,0,0,2,1190,1050,688,688,5810,13100,0,0,0,0,353301,0,0,0,0,0,0,0,6155691,214990,0,0,584170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141926,0,0,0,0,-9633,0,498025,1319635,417367,1546484,1691971,3582041,0,1218238,0,0,62,0,0,0,0,0,0,0,0,0,11598,0,11598,0,0,0,0,0,0,0,0,0,0,337585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7831,2986,54117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8317,9/30/2025 0:00:00,3891,10/24/2025 10:41:40 PM,53709,104635,0,53116017,0,46547195,46792799,0,34318,40757,0,2126,19238387,337,3848976,179835,0,0,0,0,0,0,0,3810,34361,0,0,60,324146,0,0,0,0,0,1,1107,1260,480,621,124639,20397,0,0,0,0,0,0,0,0,0,0,0,0,19916863,0,0,0,1821099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486703,0,0,0,0,874240,0,245604,8940605,2264474,9614438,10884611,4119882,0,5431942,0,0,385,0,0,0,0,0,0,0,0,0,132625,0,6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49045,159998,2249665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8333,9/30/2025 0:00:00,3901,10/30/2025 11:11:59 PM,30252952,12427243,0,4761469723,0,4110891044,4110891044,0,4373645,1275827,237255,165864,3625512194,16011,908695321,9269006,0,0,0,0,0,0,0,221992,221992,0,0,495189,50794099,0,0,0,0,0,0,1052,799,599,599,7015086,1093331,0,0,0,0,8532660,0,0,0,0,0,0,0,1762102476,0,0,0,96833051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34221123,0,0,0,0,25525790,0,0,714364277,25252999,50166424,925829315,571645021,0,673875608,0,0,43622,0,0,0,0,0,0,0,0,0,16768442,0,837437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15289013,1769366,30647083,0,0,0,0,0,1306591754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8339,9/30/2025 0:00:00,3905,10/7/2025 10:01:27 PM,0,0,0,4819309,0,3883298,3883298,0,19005,1946,0,190,1617058,95,1012275,30050,0,0,0,0,0,0,0,533,1053,0,0,0,56822,0,0,0,0,0,0,0,1200,690,790,10626,2506,0,0,0,-8081,0,0,0,0,0,0,0,0,3515354,65397,0,0,106623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38582,0,0,0,0,13351,0,0,0,0,367945,367945,0,0,865344,0,0,47,0,0,0,0,0,0,0,0,0,6811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,12309,5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8344,9/30/2025 0:00:00,3908,10/26/2025 9:00:13 PM,0,14125,0,80219428,0,63361461,63361461,0,9719,4114,23195,3546,41696329,174,10640810,72082,0,0,0,0,0,0,0,4375,15000,0,0,0,329533,0,0,0,0,0,0,990,1424,687,687,172099,18777,0,0,0,0,0,0,0,0,0,0,0,0,41794583,0,0,0,1355558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677776,0,0,0,0,413649,0,0,14303942,1665403,4631059,5597533,0,0,16444318,0,0,1616,0,0,0,0,0,0,0,0,0,402417,0,80652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116991,154840,3836749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8349,9/30/2025 0:00:00,3910,10/30/2025 11:24:52 PM,1215216,155153,0,81524403,0,71854651,71854651,0,422423,12979,126582,3293,28704898,309,6537013,581780,0,0,0,0,0,0,0,5398,260000,0,0,0,102303,0,0,0,0,0,0,1184,1227,499,615,136866,27311,0,0,0,859256,0,0,0,0,0,0,0,0,43029518,0,0,0,2083707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695400,0,0,0,0,403724,0,0,15667741,1236456,2080523,2287770,9633166,0,8378258,0,0,518,0,0,0,0,0,0,0,0,0,476562,0,10614,0,0,0,0,0,0,0,0,0,0,390063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79375,168538,336241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8367,9/30/2025 0:00:00,3918,10/27/2025 10:37:56 PM,1539006,100057,0,92164301,0,77107881,77107881,0,17798,1767,0,7545,57923538,825,16717108,64774,0,0,0,0,0,0,0,5449,50000,0,0,0,868329,0,0,0,0,0,0,990,1600,500,570,40767,5475,0,0,0,0,100616,0,0,0,0,0,0,0,45088662,0,0,0,2087178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672998,0,0,0,0,345486,0,0,11499332,2235037,9324729,15708454,0,0,14704686,0,0,1333,0,0,0,0,0,0,0,0,0,96477,0,310,0,0,0,0,0,0,0,0,0,0,219908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127838,89067,407580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,9/30/2025 0:00:00,3940,10/29/2025 10:11:34 PM,167926,231,0,36390747,0,30303029,30303029,0,4597,11607,57775,1364,9318182,494,3440740,130985,0,0,0,0,0,0,0,3077,7500,0,0,0,97132,0,0,0,0,0,0,990,1201,502,658,105373,25572,0,0,0,192810,0,0,0,0,0,0,0,0,17440945,0,0,0,1374302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283795,0,0,0,0,741514,0,0,6438859,906571,281378,572306,4944348,0,5153394,0,0,250,0,0,0,0,0,0,0,0,0,197310,0,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,9/30/2025 0:00:00,3943,10/28/2025 10:24:56 PM,420919,316477,0,56111118,0,45221516,45221516,0,3075,10464,0,1568,23076735,245,5750913,13539,0,0,0,0,0,0,0,3535,4500,0,0,1,409208,0,0,0,0,0,0,1200,1100,500,650,76282,36710,0,0,0,379891,0,0,0,0,0,0,0,0,25860242,4295977,0,0,946500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430493,0,0,0,0,49718,0,0,6037199,430674,11024944,11494041,0,0,6505160,0,0,434,0,0,0,0,0,0,0,0,0,66034,0,10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,9/30/2025 0:00:00,3949,11/6/2025 11:31:51 AM,13420149,907640,0,270933050,0,242292317,242292317,0,282899,148916,0,8239,226406779,1884,49053018,1000797,0,0,0,0,0,0,0,21409,100000,0,0,9263,3568017,0,0,0,0,0,0,1199,1800,549,699,233802,61365,0,0,0,0,29466830,0,0,0,0,0,0,0,39914270,1150000,0,0,9922635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280016,0,0,0,0,1164667,0,0,77214499,6997170,59054338,79874318,4739225,0,26371582,0,0,2848,0,0,0,0,0,0,0,0,0,983882,0,0,0,0,0,0,0,0,0,0,0,0,148281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859814,6544,11065811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,9/30/2025 0:00:00,3952,10/30/2025 11:01:27 PM,1730644,144319,0,64913710,0,56778654,56778654,0,288528,8421,491,2671,30594700,676,11400153,384407,0,0,0,0,0,0,0,7302,80200,0,0,2860,476666,0,0,0,0,0,0,1000,1389,471,745,176092,23679,0,0,0,0,1784951,0,0,0,0,0,0,0,25450805,0,0,0,2328113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503942,0,0,0,0,79196,0,0,10553586,1111521,13406981,13661753,3965934,0,8487720,0,0,704,0,0,0,0,0,0,0,0,0,222862,0,9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87431,124685,17960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
