"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
66625,9/30/2025 0:00:00,20847,10/23/2025 10:28:29 PM,694135,19313,0,15267180,0,13352099,13352099,0,40637,0,0,792,9827624,148,2905040,40637,0,0,0,0,0,0,0,1251,25000,0,0,0,104709,0,0,0,0,0,0,0,1099,499,499,26950,2789,0,0,0,134531,0,0,0,0,0,0,0,0,8191453,0,0,0,490034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131721,0,0,0,0,56059,0,0,2038697,45182,900000,2395741,577445,0,1724256,0,0,195,0,0,0,0,0,0,0,0,0,8817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14491,1943,38155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66633,9/30/2025 0:00:00,20855,10/23/2025 10:21:36 PM,3358758,314239,0,180886408,0,145300785,145300785,0,26167,75464,23616,7194,120854225,1124,25567981,155547,0,0,0,0,0,0,0,11316,150000,0,0,120,1539567,0,0,0,0,0,0,1199,1279,639,684,283876,48029,0,0,0,2155002,1270087,0,0,0,0,0,0,0,54258370,0,0,0,4175398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365802,0,0,0,0,3556186,0,0,26093296,5309678,14808226,21550244,33914869,0,30870595,0,0,2221,0,0,0,0,0,0,0,0,0,1275703,0,12891,0,0,0,0,0,0,0,0,0,0,15724696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376405,13275,6353070,0,0,0,0,0,2957360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66637,9/30/2025 0:00:00,20859,10/30/2025 12:51:58 PM,1811160,249965,0,60289568,0,35027235,45480235,0,178559,15160,0,4690,37083302,715,4844875,1512735,0,0,0,0,0,0,0,7949,1000000,0,0,0,538276,0,0,0,0,0,43,1389,990,500,565,998090,319516,0,0,0,59426,51422,0,0,0,0,0,0,0,15135160,0,0,0,2782638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419467,0,0,0,0,973778,0,10453000,7749590,1280694,5813700,7914523,2316682,0,13541395,0,0,769,0,0,0,0,0,0,0,0,0,715483,0,53614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134601,23195,3038440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66638,9/30/2025 0:00:00,20860,10/30/2025 10:31:16 PM,8971824,1077413,0,289721394,0,255813098,255813098,0,289132,102037,24029,66063,168401086,6935,59671730,624805,0,0,0,0,0,0,0,25735,1000000,0,0,288751,855230,0,0,0,0,0,0,1574,1169,494,655,1048503,417868,0,0,0,1424335,1546321,0,0,0,0,0,0,0,121687594,0,0,0,9780751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418541,0,0,0,0,3272275,7000000,0,71511580,4074743,10482288,11880831,44162907,0,22206587,0,0,42620,0,0,0,0,0,0,0,0,0,616893,0,31857,0,0,0,0,0,0,0,0,0,0,590988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668903,160106,5370928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66640,9/30/2025 0:00:00,20862,10/30/2025 10:00:56 PM,696919,57014,0,40491583,0,35814353,35814353,0,199484,0,0,2833,34173002,541,12621038,420281,0,0,0,0,0,0,0,2982,104339,0,0,0,256330,0,0,0,0,0,0,999,990,400,415,198441,30202,0,0,0,-44224,0,0,0,0,0,0,0,0,15161820,0,0,0,989885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333066,0,0,0,0,53773,0,0,8331053,639605,961201,1514960,9949981,0,4659578,0,0,516,0,0,0,0,0,0,0,0,0,418288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137713,8244,722608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66642,9/30/2025 0:00:00,20864,10/30/2025 11:14:16 PM,62564118,5158679,0,6265398158,0,5428879428,5428879428,0,2585287,1640202,155504,98485,4701441260,32707,1330886563,6542678,0,0,0,0,0,0,0,163614,1177277,0,0,18258282,110022258,0,0,0,0,0,0,1167,1066,466,536,4048725,891918,0,0,0,60238188,30208615,0,0,0,0,0,0,0,1163346566,4174024,0,0,70039372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44958593,0,0,0,0,45827353,2393000,0,701743742,275453478,1923627872,2205291780,963462461,0,737082123,0,0,20993,0,0,0,0,0,0,0,0,0,3241718,0,657174,0,0,0,0,0,0,0,0,0,0,1851377823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10116339,3722779,102858370,0,0,0,0,0,28626246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66652,9/30/2025 0:00:00,20874,10/24/2025 10:16:06 PM,7980473,955255,0,367450051,0,313309100,315001100,0,372277,6559,0,13116,307688626,2503,75805033,748118,0,0,0,0,0,0,0,21499,970249,0,0,2264400,2970020,0,0,0,0,0,7,1449,1207,599,702,713096,139117,0,0,0,1308548,1568157,0,0,0,0,0,0,0,121512924,0,0,0,10846965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908642,0,0,0,0,4369556,15000000,1692000,68302529,11987314,58859113,68603183,39409114,0,29982301,0,0,4423,0,0,0,0,0,0,0,0,0,1218597,0,64806,0,0,0,0,0,0,0,0,0,0,25369082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813042,110787,7361514,0,0,0,0,0,2746753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66660,9/30/2025 0:00:00,20882,10/30/2025 11:55:09 PM,0,0,0,330547,0,191856,191856,0,5015,1250,7448,15,73053,11,66897,13713,0,0,0,0,0,0,0,165,200,0,0,0,145,0,0,0,0,0,0,0,1600,0,675,0,0,0,0,0,-4155,0,0,0,0,0,0,0,0,191856,0,0,0,10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,2295,0,0,0,0,0,0,0,0,140551,0,0,5,0,0,0,0,0,0,0,0,0,14166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66662,9/30/2025 0:00:00,20884,10/18/2025 10:05:06 PM,0,0,0,2363438,0,1971997,1971997,0,2631,0,0,171,1861511,51,710976,37858,0,0,0,0,0,0,0,555,1500,0,0,1605,26482,0,0,0,0,0,0,0,1250,750,775,7495,370,0,0,0,17037,0,0,0,0,0,0,0,0,1412987,0,0,0,59331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18149,0,0,0,0,5444,0,0,0,0,233076,559010,0,0,364939,0,0,89,0,0,0,0,0,0,0,0,0,7335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66663,9/30/2025 0:00:00,20885,10/26/2025 10:01:56 PM,0,0,0,950742,0,773235,773235,0,0,0,0,58,893802,12,215633,5564,0,0,0,0,0,0,0,138,250,0,900,0,5914,0,0,0,0,0,0,0,800,315,400,0,0,0,0,0,8910,0,0,0,0,0,0,0,0,773235,0,0,0,9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8152,0,0,0,0,0,0,0,0,0,0,0,0,0,168597,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66665,9/30/2025 0:00:00,20887,10/20/2025 10:13:55 PM,0,4457,0,20446835,0,15846287,15846287,0,0,0,0,602,15047601,99,3652852,0,0,0,0,0,0,0,0,1225,3675,0,0,0,83230,0,0,0,0,0,0,1390,1150,524,549,0,0,0,0,0,306271,0,0,0,0,0,0,0,0,7571426,0,0,0,350434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138294,0,0,0,0,68660,0,0,4087682,400179,1151480,1499262,2271316,0,4225519,0,0,170,0,0,0,0,0,0,0,0,0,34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18740,9714,16149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66677,9/30/2025 0:00:00,20899,10/24/2025 10:20:42 PM,0,25282,0,40357012,0,35388088,35388088,0,35002,21990,0,2102,23770871,1115,9668032,72781,0,0,0,0,0,0,0,2813,60000,0,0,19,303572,0,0,0,0,0,0,2025,1500,625,625,81285,20593,0,0,0,326786,0,0,0,0,0,0,0,0,9931079,0,0,0,896192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322996,0,0,0,0,159694,0,0,9141234,1243319,6038583,8129183,6736713,0,4441306,0,0,580,0,0,0,0,0,0,0,0,0,154680,0,6979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68918,42668,108985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66678,9/30/2025 0:00:00,20900,10/30/2025 6:30:58 AM,7499633,774680,0,522043740,0,450627080,450627080,0,2124700,672686,494276,20792,430120215,3564,108601420,5521646,0,0,0,0,0,0,0,28554,450000,0,0,2026532,5668450,0,0,0,0,0,0,1290,1049,524,599,906142,150019,0,0,0,0,3271513,0,0,0,0,0,0,0,154230995,0,0,0,14303792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4028455,0,0,0,0,5975117,15000000,0,77519937,22016010,102707018,114945333,75084701,0,47338625,0,0,5090,0,0,0,0,0,0,0,0,0,2877242,0,129619,0,0,0,0,0,0,0,0,0,0,61441347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096756,287270,11184790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66683,9/30/2025 0:00:00,20905,10/15/2025 10:04:29 PM,306757,51801,0,36156222,0,30869707,30869707,0,55029,58287,45578,1208,29641384,2005,10793121,188176,0,0,0,0,0,0,0,2442,4000,0,0,0,357761,0,0,0,0,0,0,1799,1500,449,449,161402,43732,0,0,0,454749,407313,0,0,0,0,0,0,0,15903416,0,0,0,935063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298393,0,0,0,0,35395,0,0,4706745,156490,9546469,9689200,0,0,4480630,0,0,440,0,0,0,0,0,0,0,0,0,173976,0,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66262,1790,276601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66686,9/30/2025 0:00:00,20908,10/17/2025 12:03:13 AM,0,0,0,3097052,0,2772009,2772009,0,0,0,0,51,1373363,10,222542,0,0,0,0,0,0,0,0,372,1000,0,0,0,53013,0,0,0,0,0,0,0,850,495,625,0,0,0,0,0,11050,33940,0,0,0,0,0,0,0,1125298,51000,0,0,46423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27235,0,0,0,0,7106,0,0,0,0,1329559,1612771,0,0,255887,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5241,4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66699,9/30/2025 0:00:00,20921,10/28/2025 10:50:26 PM,9562076,2885047,0,877264911,0,684709066,684709066,0,672611,263651,0,24174,638024575,2541,83014582,2181245,0,0,0,0,0,0,0,36759,581789,0,0,4279282,9554282,0,0,0,0,0,0,0,1300,549,834,1771182,367450,0,0,0,0,70231,0,0,0,0,0,0,0,180270055,0,0,0,18887969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6145123,0,0,0,0,3206181,127575000,0,160747686,5527641,198651721,248994961,57707617,0,72723683,0,0,9530,0,0,0,0,0,0,0,0,0,3022328,0,0,0,0,0,0,0,0,0,0,0,0,22981911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343102,808135,20305612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66700,9/30/2025 0:00:00,20922,10/30/2025 11:38:58 PM,557939,155495,0,74812358,0,57211528,57211528,0,7878,8654,0,2304,7845639,221,1352332,43433,0,0,0,0,0,0,0,3761,25000,0,0,0,12610,0,0,0,0,0,0,1199,949,530,530,27213,3217,0,0,0,0,0,0,0,0,0,0,0,0,34185384,811494,0,0,1120991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563766,0,0,0,0,395000,0,0,20301891,587112,1737915,2137141,0,0,16375844,0,0,157,0,0,0,0,0,0,0,0,0,105038,0,98625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39804,8516,857733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66703,9/30/2025 0:00:00,20925,10/24/2025 10:39:23 PM,30574633,113249125,0,6363294286,0,4180704686,4355704686,0,5671512,1981709,51780,151593,3432412043,91219,729252254,11351414,0,0,0,0,0,0,0,259450,28164601,0,0,52429583,29445372,0,0,0,0,0,4,1366,1268,488,610,10513442,1805673,0,0,0,0,0,0,0,0,0,0,0,0,1476342818,0,0,0,176566436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40853566,0,0,0,0,190643974,1463000000,175000000,958572035,152674857,445904766,644495086,907828259,0,489573904,0,0,20099,0,0,0,0,0,0,0,0,0,10538361,0,2199162,0,0,0,0,0,0,0,0,0,0,1009332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12253881,10369018,236581005,0,0,0,0,0,2770740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66706,9/30/2025 0:00:00,20928,10/29/2025 11:05:17 PM,6112025,690406,0,344564369,0,268185843,268185843,0,143525,111185,549625,5513,176526483,467,13923000,952707,0,0,0,0,0,0,0,13782,100000,0,0,1665896,3076008,0,0,0,0,0,0,1290,999,525,550,119126,22705,0,0,0,124823,809333,0,0,0,0,0,0,0,89991004,8670763,0,0,7176982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299739,0,0,0,0,6686207,48800000,0,50369230,14948743,63463473,74976363,33559128,0,22857584,0,0,812,0,0,0,0,0,0,0,0,0,908142,0,117483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004700,236594,14372085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66707,9/30/2025 0:00:00,20929,10/30/2025 10:38:22 PM,668989,151040,0,107507362,0,96144799,96144799,0,192012,148103,142201,4367,70995497,736,18970975,584505,0,0,0,0,0,0,0,9683,2983500,0,0,0,276977,0,0,0,0,0,0,0,1099,489,489,350452,37035,0,0,0,427367,1079851,0,0,0,0,0,0,0,43593356,0,0,0,3304876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917953,0,0,0,0,772584,0,0,20402034,1959522,3113642,5574401,23105961,0,10127638,0,0,2592,0,0,0,0,0,0,0,0,0,492124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227145,43808,551542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66710,9/30/2025 0:00:00,20932,10/27/2025 10:26:17 PM,15150118,2259927,0,629155739,0,548472709,548472709,0,449291,716003,24841,15315,450855651,2527,101655680,1736281,0,0,0,0,0,0,0,33483,1983339,0,0,0,5523671,0,0,0,0,0,0,1350,1249,624,674,925529,166224,0,0,0,0,3240302,0,0,0,0,0,0,0,182159766,0,0,0,15912245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5134986,0,0,0,0,5748009,0,0,127825401,16256501,113311287,135958329,79702887,0,49432806,0,0,3019,0,0,0,0,0,0,0,0,0,2241084,0,60499,0,0,0,0,0,0,0,0,0,0,66161473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749692,7891,31652753,0,0,0,0,0,5518715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
